       0            0    295.69408       107143      323.212   0.81907956   -921.46375    2382.9344    191.69778   -3.9811831     781.9194    773.14908    6.1777899   -578.00777    295.69408 
    1000         1000    287.12293       107143   -615.52792   0.81907956   -896.56735    2312.0477   -1172.2262   -324.84812   -349.50941    46.304181    303.33579   -416.72564    287.12293 
    2000         2000    292.32755       107143    458.54284   0.81907956   -918.40066    2348.3763    342.64658    385.30722    647.67473   -229.80785    94.165406   -244.01035    292.32755 
    3000         3000    292.11875       107143    52.606051   0.81907956   -942.22225    2322.2214   -93.249281   -567.89172    818.95916    296.63753   -376.60187     176.7156    292.11875 
    4000         4000    286.05011       107143    242.34927   0.81907956   -921.21711    2275.4092    992.15051   0.67205763   -265.77475     -116.097    -52.00801    59.804246    286.05011 
    5000         5000    290.14485       107143    311.55535   0.81907956   -954.09793    2288.2873   -43.880769    204.44288    774.10392   -508.16686   -580.38994    829.85205    290.14485 
    6000         6000    296.42436       107143   -919.41417   0.81907956   -930.81263    2381.7464   -327.67169   -1229.8665   -1200.7043   -489.49959    485.58952   -383.85037    296.42436 
    7000         7000    287.30249       107143   -76.160009   0.81907956   -915.63986    2294.9818   -803.18801    295.31192    279.39606   -362.58618   -499.43211     88.25916    287.30249 
    8000         8000    294.41985       107143    458.68458   0.81907956   -933.35293    2356.8056    175.18012   -92.374841    1293.2485   -346.83035    538.80918    72.162693    294.41985 
    9000         9000    289.26524       107143   -138.55702   0.81907956   -932.50017    2300.0553     735.3875   -550.70566    -600.3529    -683.5468   -16.832293    98.055315    289.26524 
   10000        10000    295.19314       107143   -41.952098   0.81907956   -840.45644    2458.3437    86.817339   -121.73546    -90.93817   -356.47213    509.57975    352.24421    295.19314 
   11000        11000    291.56384       107143   -427.74919   0.81907956   -943.20836    2315.0341   -976.45726   -644.78219    337.99187   -482.90262    352.67191   -207.84262    291.56384 
   12000        12000    291.21484       107143    307.66081   0.81907956   -906.51203    2347.8303    501.00151   -617.09079    1039.0717    41.993195   -505.38448   -42.408637    291.21484 
   13000        13000    296.13111       107143   -85.189677   0.81907956   -951.83166    2357.4503   -254.93048    -384.3271    383.68854   -449.32826   -611.26789    416.06689    296.13111 
