# Spatial-averaged data for fix vpave and group all
# Timestep Number-of-bins
# Bin Coord Ncount vx
1500000 20
  14 0.675 187.84 0.000345355
  15 0.725 183.291 0.000368167
  16 0.775 190.745 0.000387106
  17 0.825 185.072 0.000414896
  18 0.875 188.732 0.000436551
  19 0.925 185.37 0.000464288
  20 0.975 188.397 0.000488853
4000000 20
  1 0.025 193.016 1.47992e-05
  2 0.075 179.686 4.07541e-05
  3 0.125 190.406 7.30459e-05
  4 0.175 184.877 9.91546e-05
  5 0.225 188.113 0.000126302
  6 0.275 190.952 0.00015709
  7 0.325 183.863 0.000172417
  8 0.375 196.706 0.000200026
  9 0.425 179.371 0.000224075
  10 0.475 192.972 0.000233734
  11 0.525 182.458 0.000259867
  12 0.575 185.823 0.000293358
  13 0.625 185.714 0.000324179
  14 0.675 192.061 0.000359025
  15 0.725 187.311 0.000382668
  16 0.775 185.906 0.000399729
  17 0.825 188.943 0.000421064
  18 0.875 187.967 0.000438607
  19 0.925 187.412 0.000455782
  20 0.975 186.441 0.000472527
4500000 20
  1 0.025 185.854 1.4548e-05
  2 0.075 188.73 3.50448e-05
  3 0.125 187.895 6.48873e-05
  4 0.175 188.288 9.63328e-05
  5 0.225 187.454 0.000122545
  6 0.275 183.11 0.000148486
  7 0.325 188.811 0.000179769
  8 0.375 188.018 0.000201127
  9 0.425 188.099 0.00024201
  10 0.475 186.252 0.000265806
  11 0.525 184.821 0.000292789
  12 0.575 181.803 0.000313314
  13 0.625 196.703 0.000327618
  14 0.675 186.019 0.000340534
  15 0.725 189.931 0.000357022
  16 0.775 185.022 0.000377768
  17 0.825 196.157 0.000393653
  18 0.875 186.701 0.00041277
  19 0.925 185.316 0.000432669
  20 0.975 185.014 0.000456605
5000000 20
  1 0.025 189.126 2.56769e-05
  2 0.075 188.025 4.45333e-05
  3 0.125 188.582 7.09191e-05
  4 0.175 186.955 8.49698e-05
  5 0.225 185.952 0.000110189
  6 0.275 191.008 0.000142061
  7 0.325 183.248 0.000157282
  8 0.375 185.083 0.000186722
  9 0.425 186.508 0.000220072
  10 0.475 190.98 0.000250234
  11 0.525 186.179 0.000267674
  12 0.575 191.593 0.000291687
  13 0.625 187.191 0.000314098
  14 0.675 187.361 0.000325126
  15 0.725 183.558 0.000355375
  16 0.775 187.895 0.000386832
  17 0.825 191.184 0.000406367
  18 0.875 183.949 0.000434687
  19 0.925 191.536 0.00045795
  20 0.975 184.088 0.000467586
5500000 20
  1 0.025 180.756 9.21235e-06
  2 0.075 190.142 3.82419e-05
  3 0.125 182.581 6.46423e-05
  4 0.175 192.923 9.33141e-05
  5 0.225 185.078 0.000115783
  6 0.275 191.916 0.000139629
  7 0.325 182.337 0.000171528
  8 0.375 187.456 0.000195916
  9 0.425 183.014 0.000223097
  10 0.475 191.908 0.000250261
  11 0.525 185.621 0.00026877
  12 0.575 186.607 0.000302356
  13 0.625 189.013 0.000317656
  14 0.675 188.105 0.000334976
  15 0.725 186.325 0.000356247
  16 0.775 189.789 0.000377594
  17 0.825 190.634 0.000397888
  18 0.875 191.829 0.000408248
  19 0.925 184.153 0.00042862
  20 0.975 189.813 0.000447129
6000000 20
  1 0.025 186.242 2.51078e-05
  2 0.075 190.972 4.26192e-05
  3 0.125 190.015 5.09488e-05
  4 0.175 190.641 7.21562e-05
  5 0.225 186.413 9.16546e-05
  6 0.275 186.034 0.000122259
  7 0.325 184.85 0.000154504
  8 0.375 186.916 0.000181907
  9 0.425 188.083 0.000206569
  10 0.475 190.283 0.000228732
  11 0.525 184.97 0.000250004
  12 0.575 191.716 0.000280391
  13 0.625 183.607 0.000303264
  14 0.675 188.51 0.000332161
  15 0.725 178.153 0.000369855
  16 0.775 191.317 0.000401551
  17 0.825 188.209 0.000418383
  18 0.875 188.146 0.000433681
  19 0.925 188.423 0.000457303
  20 0.975 186.497 0.000470617
6500000 20
  1 0.025 189.624 1.72164e-05
  2 0.075 190.901 4.08831e-05
  3 0.125 185.934 5.64332e-05
  4 0.175 192.605 8.13188e-05
  5 0.225 180.461 0.000109565
  6 0.275 189.786 0.000133046
  7 0.325 188.067 0.000155674
  8 0.375 185.005 0.000184915
  9 0.425 191.165 0.00020172
  10 0.475 186.712 0.000229027
  11 0.525 186.536 0.000263505
  12 0.575 185.95 0.000286083
  13 0.625 187.807 0.000310515
  14 0.675 190.192 0.000337622
  15 0.725 186.091 0.000359366
  16 0.775 189.062 0.000374713
  17 0.825 187.47 0.000395039
  18 0.875 189.08 0.000413158
  19 0.925 188.619 0.000434995
  20 0.975 178.936 0.000468424
7000000 20
  1 0.025 190.152 3.56128e-06
  2 0.075 185.498 2.55091e-05
  3 0.125 184.791 5.7375e-05
  4 0.175 187.1 8.58975e-05
  5 0.225 187.315 0.000110602
  6 0.275 188.869 0.00014358
  7 0.325 180.672 0.000187972
  8 0.375 188.769 0.000215639
  9 0.425 187.806 0.000242752
  10 0.475 191.89 0.000253914
  11 0.525 184.38 0.000270824
  12 0.575 195.488 0.000286906
  13 0.625 186.983 0.000293524
  14 0.675 188.683 0.000314985
  15 0.725 190.976 0.000333323
  16 0.775 184.848 0.000360658
  17 0.825 188.111 0.000375463
  18 0.875 187.552 0.000398414
  19 0.925 184.973 0.000416364
  20 0.975 185.145 0.00044594
7500000 20
  1 0.025 183.155 1.37694e-05
  2 0.075 194.845 3.58479e-05
  3 0.125 185.891 5.41369e-05
  4 0.175 191.229 7.25605e-05
  5 0.225 182.859 9.90937e-05
  6 0.275 184.852 0.000137291
  7 0.325 187.443 0.000162299
  8 0.375 186.006 0.000188511
  9 0.425 191.088 0.000205098
  10 0.475 189.424 0.000225793
  11 0.525 186.385 0.000244425
  12 0.575 191.927 0.000265532
  13 0.625 187.343 0.000280784
  14 0.675 184.013 0.000324977
  15 0.725 187.166 0.000351167
  16 0.775 185.969 0.000374579
  17 0.825 187.233 0.000406618
  18 0.875 187.533 0.000433202
  19 0.925 187.813 0.0004559
  20 0.975 187.825 0.000471473
8000000 20
  1 0.025 191.427 2.07821e-05
  2 0.075 192.047 4.73527e-05
  3 0.125 182.229 6.53219e-05
  4 0.175 183.973 9.39123e-05
  5 0.225 193.079 0.000106836
  6 0.275 185.618 0.000135707
  7 0.325 187.418 0.000153689
  8 0.375 188.349 0.000180459
  9 0.425 187.603 0.000205285
  10 0.475 187.39 0.000226114
  11 0.525 189.449 0.000241808
  12 0.575 186.312 0.000272039
  13 0.625 186.397 0.000291139
  14 0.675 187.348 0.000319467
  15 0.725 187.952 0.00034727
  16 0.775 185.529 0.000374867
  17 0.825 190.45 0.000389889
  18 0.875 184.33 0.00041608
  19 0.925 192.528 0.000437013
  20 0.975 180.571 0.000467539
8500000 20
  1 0.025 183.033 7.78854e-06
  2 0.075 186.815 3.58155e-05
  3 0.125 190.541 6.05541e-05
  4 0.175 185.553 8.42462e-05
  5 0.225 183.98 0.000118898
  6 0.275 189.371 0.000145607
  7 0.325 181.813 0.000179345
  8 0.375 190.922 0.000203931
  9 0.425 192.767 0.000216895
  10 0.475 187.687 0.00023919
  11 0.525 188.259 0.000244388
  12 0.575 182.649 0.00027127
  13 0.625 190.047 0.000292379
  14 0.675 189.538 0.00031475
  15 0.725 185.098 0.000337985
  16 0.775 189.261 0.000354319
  17 0.825 188.595 0.000378594
  18 0.875 189.904 0.00040807
  19 0.925 188.421 0.000429614
  20 0.975 185.746 0.00044845
9000000 20
  1 0.025 184.261 2.27004e-06
  2 0.075 189.07 2.64592e-05
  3 0.125 184.882 4.35781e-05
  4 0.175 193.198 5.84651e-05
  5 0.225 186.195 8.20251e-05
  6 0.275 181.953 0.00011649
  7 0.325 185.363 0.000153765
  8 0.375 188.441 0.000176865
  9 0.425 187.041 0.000205961
  10 0.475 188.096 0.000239653
  11 0.525 186.193 0.000260983
  12 0.575 185.398 0.00029263
  13 0.625 190.324 0.000316598
  14 0.675 188.801 0.000333861
  15 0.725 188.345 0.00035152
  16 0.775 187.896 0.00037937
  17 0.825 185.488 0.000399515
  18 0.875 187.94 0.000427271
  19 0.925 188.15 0.000439008
  20 0.975 192.965 0.000458643
9500000 20
  1 0.025 190.659 1.51496e-05
  2 0.075 182.112 3.06953e-05
  3 0.125 194.399 5.69833e-05
  4 0.175 183.09 7.8599e-05
  5 0.225 188.76 9.99018e-05
  6 0.275 187.524 0.000121244
  7 0.325 186.703 0.00015234
  8 0.375 187.842 0.000175495
  9 0.425 187.833 0.000199968
  10 0.475 182.263 0.000231989
  11 0.525 191.479 0.000252386
  12 0.575 180.3 0.000278232
  13 0.625 192.963 0.000306844
  14 0.675 189.327 0.000321297
  15 0.725 194.755 0.000339984
  16 0.775 183.428 0.00036173
  17 0.825 183.623 0.000394476
  18 0.875 188.693 0.000426536
  19 0.925 184.854 0.000444017
  20 0.975 189.393 0.000471416
10000000 20
  1 0.025 187.54 8.4827e-06
  2 0.075 184.683 4.58465e-05
  3 0.125 192.108 6.58051e-05
  4 0.175 185.963 8.53534e-05
  5 0.225 187.776 0.00010848
  6 0.275 185.044 0.000140912
  7 0.325 185.573 0.000154882
  8 0.375 191.281 0.000184541
  9 0.425 188.47 0.000207205
  10 0.475 188.077 0.000221913
  11 0.525 184.013 0.000248079
  12 0.575 185.971 0.000281084
  13 0.625 190.391 0.000303726
  14 0.675 187.042 0.000310631
  15 0.725 188.044 0.000334559
  16 0.775 193.908 0.000360359
  17 0.825 180.26 0.000383438
  18 0.875 187.906 0.000410134
  19 0.925 185.168 0.000437026
  20 0.975 190.782 0.000463399
10500000 20
  1 0.025 190.034 4.35839e-06
  2 0.075 187.466 2.87601e-05
  3 0.125 185.928 4.83324e-05
  4 0.175 185.184 7.49018e-05
  5 0.225 186.28 9.83278e-05
  6 0.275 187.5 0.000125489
  7 0.325 186.148 0.000156117
  8 0.375 196.304 0.000180698
  9 0.425 185.626 0.000202734
  10 0.475 191.537 0.00022296
  11 0.525 183.907 0.000242667
  12 0.575 184.052 0.000272576
  13 0.625 190.75 0.000304231
  14 0.675 183.848 0.000329346
  15 0.725 188.039 0.000349361
  16 0.775 189.673 0.000379739
  17 0.825 187.024 0.000404818
  18 0.875 182.947 0.000417169
  19 0.925 187.372 0.000455749
  20 0.975 190.381 0.000456881
11000000 20
  1 0.025 187.466 5.92906e-06
  2 0.075 186.088 2.62644e-05
  3 0.125 182.392 5.83574e-05
  4 0.175 191.044 8.54099e-05
  5 0.225 186.464 0.000113321
  6 0.275 181.896 0.0001451
  7 0.325 187.456 0.000169639
  8 0.375 192.408 0.000192131
  9 0.425 191.702 0.000211419
  10 0.475 184.533 0.000227715
  11 0.525 186.846 0.000247807
  12 0.575 186.624 0.000273594
  13 0.625 188.227 0.000291378
  14 0.675 187.928 0.000317761
  15 0.725 184.929 0.000342947
  16 0.775 188.853 0.00036209
  17 0.825 187.064 0.000394115
  18 0.875 189.475 0.000405517
  19 0.925 187.454 0.000435117
  20 0.975 191.15 0.000452713
