# Time-averaged data for fix state_variables
# TimeStep c_thermo_temp v_vol v_rho v_etotal v_a v_b v_c
11124000 292.141 106364 0.825082 2287.73 47.3803 47.3803 47.3803
11125000 293.235 106357 0.82513 2292.17 47.3794 47.3794 47.3794
11126000 291.308 106351 0.825179 2257.07 47.3784 47.3784 47.3784
11127000 293.06 106345 0.825228 2300.53 47.3775 47.3775 47.3775
11128000 291.176 106338 0.825277 2240.44 47.3765 47.3765 47.3765
11129000 293.384 106332 0.825326 2293.16 47.3756 47.3756 47.3756
11130000 293.104 106326 0.825375 2306.26 47.3747 47.3747 47.3747
11131000 294.595 106320 0.825423 2344.74 47.3737 47.3737 47.3737
11132000 291.755 106313 0.825472 2258.7 47.3728 47.3728 47.3728
11133000 292.49 106307 0.825521 2283.94 47.3719 47.3719 47.3719
11134000 292.292 106301 0.82557 2298.22 47.3709 47.3709 47.3709
11135000 292.359 106294 0.825619 2286.57 47.37 47.37 47.37
11136000 292.072 106288 0.825668 2287.83 47.3691 47.3691 47.3691
11137000 293.746 106282 0.825717 2326.05 47.3681 47.3681 47.3681
11138000 292.292 106275 0.825766 2309.33 47.3672 47.3672 47.3672
11139000 293.255 106269 0.825814 2312.66 47.3663 47.3663 47.3663
11140000 292.613 106263 0.825863 2298.77 47.3653 47.3653 47.3653
11141000 293.049 106257 0.825912 2308.26 47.3644 47.3644 47.3644
11142000 292.105 106250 0.825961 2283.84 47.3635 47.3635 47.3635
11143000 290.464 106244 0.82601 2222.23 47.3625 47.3625 47.3625
11144000 294.275 106238 0.826059 2311.56 47.3616 47.3616 47.3616
11145000 293.2 106231 0.826108 2300.58 47.3607 47.3607 47.3607
11146000 294.313 106225 0.826157 2360.19 47.3597 47.3597 47.3597
11147000 293.827 106219 0.826206 2337.53 47.3588 47.3588 47.3588
11148000 294.242 106213 0.826255 2338.69 47.3579 47.3579 47.3579
11149000 291.952 106206 0.826304 2305.32 47.3569 47.3569 47.3569
11150000 295.12 106200 0.826353 2350.75 47.356 47.356 47.356
11151000 293.479 106194 0.826401 2282.22 47.355 47.355 47.355
11152000 294.249 106187 0.82645 2328.79 47.3541 47.3541 47.3541
