# Time-averaged data for fix dave
# TimeStep v_rho
229442000 0.866079
229443000 0.866078
229444000 0.866078
229445000 0.86608
229446000 0.866081
229447000 0.866083
229448000 0.866084
229449000 0.866086
229450000 0.866087
229451000 0.866088
229452000 0.866089
229453000 0.866089
229454000 0.86609
229455000 0.866091
229456000 0.866093
229457000 0.866092
229458000 0.866095
229459000 0.866096
229460000 0.866098
229461000 0.866099
229462000 0.866099
229463000 0.8661
229464000 0.8661
229465000 0.866099
229466000 0.866099
229467000 0.866101
229468000 0.866103
229469000 0.866106
229470000 0.866105
229471000 0.866108
229472000 0.866108
229473000 0.866108
229474000 0.866107
229475000 0.866107
229476000 0.866106
229477000 0.866108
229478000 0.866109
229479000 0.86611
229480000 0.866111
229481000 0.866112
229482000 0.866112
229483000 0.866114
229484000 0.866114
229485000 0.866115
229486000 0.866118
229487000 0.866118
229488000 0.86612
229489000 0.866122
229490000 0.866125
229491000 0.866126
229492000 0.866128
229493000 0.866131
229494000 0.866134
229495000 0.866136
229496000 0.866138
229497000 0.86614
229498000 0.866142
229499000 0.866144
229500000 0.866147
229501000 0.86615
229502000 0.866152
229503000 0.866154
229504000 0.866156
229505000 0.866157
229506000 0.866159
229507000 0.86616
229508000 0.866159
229509000 0.866158
229510000 0.86616
229511000 0.86616
229512000 0.86616
229513000 0.866159
229514000 0.866158
229515000 0.86616
229516000 0.86616
229517000 0.866161
229518000 0.866162
229519000 0.866162
229520000 0.866162
229521000 0.866164
229522000 0.866164
229523000 0.866164
229524000 0.866164
229525000 0.866162
229526000 0.866163
229527000 0.866163
229528000 0.866163
229529000 0.866163
229530000 0.866163
229531000 0.866162
229532000 0.866163
229533000 0.866162
229534000 0.866161
229535000 0.866159
229536000 0.866157
229537000 0.866155
229538000 0.866155
229539000 0.866156
229540000 0.866154
229541000 0.866152
229542000 0.866151
229543000 0.866152
229544000 0.866152
229545000 0.866153
229546000 0.866153
229547000 0.866152
229548000 0.866153
229549000 0.866154
