# Time-averaged data for fix dave
# TimeStep v_rho
11601000 0.781432
11602000 0.781436
11603000 0.781435
11604000 0.781432
11605000 0.781428
11606000 0.781419
11607000 0.781412
11608000 0.781412
11609000 0.781418
11610000 0.781421
11611000 0.781407
11612000 0.781393
11613000 0.781382
11614000 0.781381
11615000 0.781375
11616000 0.781372
11617000 0.781375
11618000 0.781375
11619000 0.781375
11620000 0.781376
11621000 0.781376
11622000 0.781374
11623000 0.781374
11624000 0.781371
11625000 0.781366
11626000 0.78137
11627000 0.781364
11628000 0.781365
11629000 0.781369
11630000 0.781371
11631000 0.781377
11632000 0.781383
11633000 0.781376
11634000 0.781376
11635000 0.781376
11636000 0.781372
11637000 0.781371
11638000 0.781368
11639000 0.781366
11640000 0.78136
11641000 0.781364
11642000 0.781356
11643000 0.781349
11644000 0.781343
11645000 0.781339
11646000 0.781347
11647000 0.781351
11648000 0.781352
11649000 0.781356
11650000 0.781363
11651000 0.781362
11652000 0.781364
11653000 0.78136
11654000 0.781349
11655000 0.781351
11656000 0.781355
11657000 0.78135
11658000 0.781357
11659000 0.781361
11660000 0.781363
11661000 0.781365
11662000 0.781366
11663000 0.781367
11664000 0.781371
11665000 0.781374
11666000 0.781377
11667000 0.781381
11668000 0.781386
11669000 0.781381
11670000 0.781375
11671000 0.781378
11672000 0.781374
11673000 0.781365
11674000 0.781365
11675000 0.781371
11676000 0.781378
11677000 0.781383
11678000 0.781383
11679000 0.781379
11680000 0.781377
11681000 0.781382
11682000 0.781387
11683000 0.781389
11684000 0.78138
11685000 0.78137
11686000 0.781369
11687000 0.781364
11688000 0.781356
11689000 0.781345
11690000 0.781344
11691000 0.78134
11692000 0.781337
11693000 0.781335
11694000 0.781331
11695000 0.781329
11696000 0.78133
11697000 0.781327
11698000 0.78132
11699000 0.781313
11700000 0.781315
11701000 0.781315
11702000 0.78132
11703000 0.781323
11704000 0.781328
11705000 0.781332
11706000 0.78133
11707000 0.781333
11708000 0.781328
11709000 0.781323
11710000 0.781324
11711000 0.781323
11712000 0.781326
11713000 0.781326
11714000 0.781332
11715000 0.781327
11716000 0.781327
11717000 0.781327
11718000 0.78133
11719000 0.78133
11720000 0.78132
11721000 0.781316
11722000 0.781314
11723000 0.781315
11724000 0.781311
11725000 0.781309
11726000 0.781303
11727000 0.781293
11728000 0.781285
11729000 0.781277
11730000 0.781275
11731000 0.781276
11732000 0.781274
11733000 0.781264
11734000 0.781253
11735000 0.781239
11736000 0.781232
11737000 0.78123
11738000 0.781224
11739000 0.781213
11740000 0.781205
11741000 0.781201
11742000 0.781202
11743000 0.781205
11744000 0.781202
11745000 0.781194
11746000 0.781173
11747000 0.781172
11748000 0.781169
11749000 0.781163
11750000 0.781158
11751000 0.781155
11752000 0.781156
11753000 0.781158
11754000 0.781158
11755000 0.781158
11756000 0.78116
11757000 0.781164
11758000 0.781169
11759000 0.78117
11760000 0.781176
11761000 0.781182
11762000 0.781185
11763000 0.781192
11764000 0.781189
11765000 0.781183
11766000 0.781185
11767000 0.781187
11768000 0.781179
11769000 0.781175
11770000 0.781171
11771000 0.781168
11772000 0.781165
11773000 0.78117
11774000 0.781165
11775000 0.781164
11776000 0.781167
11777000 0.781164
11778000 0.781163
11779000 0.781161
11780000 0.781154
11781000 0.781153
11782000 0.781154
11783000 0.781153
11784000 0.781151
11785000 0.781155
11786000 0.78116
11787000 0.781162
11788000 0.781159
11789000 0.781152
11790000 0.781151
11791000 0.781155
11792000 0.781152
11793000 0.781152
11794000 0.78115
11795000 0.781151
11796000 0.78115
11797000 0.781152
11798000 0.781154
11799000 0.781151
11800000 0.781155
11801000 0.781155
11802000 0.781152
11803000 0.781156
11804000 0.78116
11805000 0.781161
11806000 0.781159
11807000 0.781158
11808000 0.781158
11809000 0.781152
11810000 0.781148
11811000 0.781145
11812000 0.781143
11813000 0.781138
11814000 0.78114
11815000 0.781139
11816000 0.781142
11817000 0.78115
11818000 0.781152
11819000 0.781155
11820000 0.78116
11821000 0.78116
11822000 0.781154
11823000 0.78115
11824000 0.781155
11825000 0.781153
11826000 0.781166
11827000 0.781173
11828000 0.781179
11829000 0.781188
11830000 0.781193
11831000 0.781195
11832000 0.781197
11833000 0.781195
11834000 0.781193
11835000 0.781196
11836000 0.781195
11837000 0.781194
11838000 0.781193
11839000 0.781194
11840000 0.781191
11841000 0.781184
11842000 0.781182
11843000 0.781179
11844000 0.781183
11845000 0.781189
11846000 0.781191
11847000 0.781199
11848000 0.781201
11849000 0.781201
11850000 0.781205
11851000 0.78121
11852000 0.781212
11853000 0.781215
11854000 0.781215
11855000 0.781223
11856000 0.781231
11857000 0.781235
11858000 0.781247
11859000 0.781258
11860000 0.781265
11861000 0.781274
11862000 0.781277
11863000 0.781272
11864000 0.78127
11865000 0.781273
11866000 0.781279
11867000 0.781279
11868000 0.78128
11869000 0.781287
11870000 0.781289
11871000 0.781298
11872000 0.781308
11873000 0.781319
11874000 0.781327
11875000 0.78133
11876000 0.781339
11877000 0.781349
11878000 0.781353
11879000 0.78136
11880000 0.781371
11881000 0.781371
11882000 0.781377
11883000 0.781384
11884000 0.781385
11885000 0.781389
11886000 0.781393
11887000 0.781395
11888000 0.781401
11889000 0.781406
11890000 0.781416
11891000 0.78142
11892000 0.781422
11893000 0.781429
11894000 0.781435
11895000 0.78144
11896000 0.78145
11897000 0.78146
11898000 0.781463
11899000 0.781466
11900000 0.781473
11901000 0.781481
11902000 0.781496
11903000 0.781512
11904000 0.781525
11905000 0.781537
11906000 0.781551
11907000 0.781564
11908000 0.781577
11909000 0.781588
11910000 0.781599
11911000 0.781604
11912000 0.781612
11913000 0.781617
11914000 0.78162
11915000 0.781626
11916000 0.781632
11917000 0.781643
11918000 0.78165
11919000 0.781659
11920000 0.781666
11921000 0.78167
11922000 0.781679
11923000 0.781681
11924000 0.781683
11925000 0.781685
11926000 0.781685
11927000 0.781683
11928000 0.781684
11929000 0.781685
11930000 0.781685
11931000 0.781681
11932000 0.781677
11933000 0.781674
11934000 0.781671
11935000 0.781668
11936000 0.781659
11937000 0.781656
11938000 0.781649
11939000 0.781645
11940000 0.78164
11941000 0.781634
11942000 0.781629
11943000 0.781623
11944000 0.781621
11945000 0.781618
11946000 0.78162
11947000 0.781619
11948000 0.781626
11949000 0.781624
11950000 0.781621
11951000 0.781615
11952000 0.781612
11953000 0.781603
11954000 0.781601
11955000 0.781599
11956000 0.781601
11957000 0.781598
11958000 0.781599
11959000 0.781601
11960000 0.781607
11961000 0.781609
11962000 0.781613
11963000 0.781621
11964000 0.781629
11965000 0.78163
11966000 0.781635
11967000 0.781634
11968000 0.781636
11969000 0.781636
11970000 0.781637
11971000 0.781638
11972000 0.781638
11973000 0.781647
11974000 0.781653
11975000 0.781653
11976000 0.781657
11977000 0.781656
11978000 0.781653
11979000 0.781654
11980000 0.781658
