# Time-averaged data for fix state_variables
# TimeStep c_thermo_temp v_vol v_rho v_etotal v_a v_b v_c
84000 294.497 1.92828e+07 0.00455115 6108.07 268.157 268.157 268.157
85000 291.073 1.9278e+07 0.00455228 6059.14 268.135 268.135 268.135
86000 291.227 1.92732e+07 0.00455341 6039.06 268.113 268.113 268.113
87000 293.11 1.92684e+07 0.00455454 6106.7 268.091 268.091 268.091
88000 292.223 1.92636e+07 0.00455567 6071.47 268.069 268.069 268.069
89000 291.52 1.92588e+07 0.0045568 6055.73 268.046 268.046 268.046
90000 291.567 1.9254e+07 0.00455793 6076.26 268.024 268.024 268.024
91000 294.406 1.92493e+07 0.00455907 6147.81 268.002 268.002 268.002
92000 294.102 1.92445e+07 0.0045602 6117.48 267.98 267.98 267.98
93000 294.064 1.92397e+07 0.00456133 6116.26 267.958 267.958 267.958
94000 291.808 1.92349e+07 0.00456246 6059.92 267.935 267.935 267.935
95000 292.887 1.92301e+07 0.0045636 6079.37 267.913 267.913 267.913
96000 293.669 1.92254e+07 0.00456473 6095.27 267.891 267.891 267.891
97000 293.123 1.92206e+07 0.00456587 6078.15 267.869 267.869 267.869
98000 293.566 1.92158e+07 0.004567 6104.52 267.847 267.847 267.847
99000 291.865 1.9211e+07 0.00456814 6055.64 267.824 267.824 267.824
100000 294.523 1.92063e+07 0.00456927 6097.76 267.802 267.802 267.802
101000 292.937 1.92015e+07 0.00457041 6079.59 267.78 267.78 267.78
102000 294.682 1.91967e+07 0.00457155 6109.09 267.758 267.758 267.758
103000 293.988 1.91919e+07 0.00457268 6082.11 267.736 267.736 267.736
104000 293.899 1.91872e+07 0.00457382 6096.71 267.713 267.713 267.713
105000 291.933 1.91824e+07 0.00457496 6044.02 267.691 267.691 267.691
106000 293.795 1.91776e+07 0.0045761 6090.44 267.669 267.669 267.669
107000 292.235 1.91728e+07 0.00457724 6061.19 267.647 267.647 267.647
108000 291.687 1.91681e+07 0.00457837 6036.89 267.625 267.625 267.625
109000 292.782 1.91633e+07 0.00457951 6077.98 267.603 267.603 267.603
110000 293.711 1.91585e+07 0.00458065 6094.65 267.58 267.58 267.58
111000 288.382 1.91538e+07 0.00458179 5999.92 267.558 267.558 267.558
112000 293.374 1.9149e+07 0.00458293 6106.09 267.536 267.536 267.536
113000 292.224 1.91442e+07 0.00458407 6086.24 267.514 267.514 267.514
114000 294.631 1.91395e+07 0.00458522 6118.93 267.492 267.492 267.492
115000 292.617 1.91347e+07 0.00458636 6083.41 267.469 267.469 267.469
116000 293.765 1.913e+07 0.0045875 6127.34 267.447 267.447 267.447
117000 295.358 1.91252e+07 0.00458864 6159.96 267.425 267.425 267.425
118000 292.459 1.91204e+07 0.00458978 6110.27 267.403 267.403 267.403
119000 294.509 1.91157e+07 0.00459093 6144.79 267.381 267.381 267.381
120000 292.888 1.91109e+07 0.00459207 6115.48 267.358 267.358 267.358
121000 292.562 1.91062e+07 0.00459321 6076.88 267.336 267.336 267.336
122000 290.802 1.91014e+07 0.00459436 6039.79 267.314 267.314 267.314
123000 295.38 1.90966e+07 0.0045955 6122.19 267.292 267.292 267.292
124000 291.299 1.90919e+07 0.00459665 6042.76 267.27 267.27 267.27
125000 292.391 1.90871e+07 0.00459779 6056.43 267.247 267.247 267.247
126000 291.933 1.90824e+07 0.00459894 6061.01 267.225 267.225 267.225
