# Time-averaged data for fix output_pressure
# TimeStep v_pxx v_pyy v_pzz v_pxy v_pxz v_pyz c_thermo_press
2000 -0.270606 0.479381 0.211455 0.403983 -0.358961 -0.261694 0.140076
3000 0.0864855 0.206454 0.871555 0.102469 -0.0801852 0.180293 0.388165
4000 0.280342 0.17355 0.304196 -0.0346068 -0.0490546 0.160485 0.252696
5000 0.492289 -0.0709344 -0.152282 -0.0709737 -0.135806 -0.172237 0.0896908
6000 -0.505326 0.503879 -0.187978 0.0173031 -0.0477592 -0.102906 -0.0631419
7000 0.798849 0.246169 -0.123103 -0.0710198 -0.331727 0.213623 0.307305
8000 -0.424978 -0.236101 -0.430446 0.126195 0.466866 -0.0138463 -0.363842
9000 0.0597167 -0.0400671 -0.140166 -0.0608802 -0.0374141 0.13399 -0.0401723
10000 -0.0233216 -0.606099 -0.344531 -0.0455107 0.180267 -0.224239 -0.324651
11000 0.0625831 0.416996 0.298297 0.157515 -0.0971597 -0.00622415 0.259292
12000 -0.00610708 -0.232344 0.278439 0.194003 -0.164619 0.271508 0.0133293
13000 0.61395 0.23313 0.151551 0.0979453 0.1584 0.287998 0.332877
14000 0.195916 0.464875 0.430549 0.360835 -0.219338 0.0241652 0.36378
15000 -0.284337 -0.112361 -0.0408039 0.335697 -0.168419 -0.302489 -0.145834
16000 0.165179 0.138937 0.396197 0.248604 0.173147 -0.197987 0.233438
17000 -0.00182477 -0.149741 -0.00106498 -0.0923634 -0.0725031 0.0745582 -0.050877
18000 0.293042 0.295755 0.478082 -0.160166 -0.196277 0.168614 0.355626
19000 0.782717 0.492828 0.503403 0.00965829 -0.07529 -0.175181 0.592983
20000 -0.809086 -0.161473 -0.0152624 -0.0082232 0.20195 0.0140395 -0.328607
21000 -0.237494 0.0948048 -0.0528236 -0.0847075 -0.0770838 -0.16055 -0.0651709
22000 -0.266328 0.410861 -0.0277652 0.0230479 -0.118304 0.242544 0.0389225
23000 -0.129194 0.437802 -0.381287 -0.213994 0.11944 0.200371 -0.0242267
24000 0.73038 0.347602 0.457939 0.158836 -0.202148 -0.0863145 0.511974
25000 0.246312 0.263357 0.256689 -0.163975 -0.385917 -0.079702 0.255452
26000 0.190588 0.735809 0.395187 0.113422 0.0275491 -0.264183 0.440528
27000 0.0996664 0.420256 -0.0046747 -0.150228 -0.085393 -0.0375553 0.171749
28000 0.400247 0.539874 1.01132 0.168671 0.241435 -0.413348 0.650482
29000 0.226476 0.0568397 0.88519 0.122298 0.0566734 -0.482268 0.389502
30000 0.0752718 -0.113091 0.749675 0.0194972 -0.00509019 -0.326132 0.237286
31000 -0.203237 0.0852873 0.4475 0.376861 0.195595 -0.0766948 0.10985
32000 0.203134 0.244127 0.618502 0.154567 -0.240402 -0.0319437 0.355254
33000 -0.259654 -0.178176 0.128173 -0.280335 -0.304457 -0.0719496 -0.103219
34000 -0.182037 0.0315656 -0.280591 0.0356064 -0.124416 -0.322681 -0.143687
35000 0.786342 0.616115 0.139449 -0.40941 0.0666897 -0.167074 0.513969
36000 0.531606 0.106834 0.724243 0.0989759 -0.124365 -0.139225 0.454227
37000 0.825129 0.229073 0.259559 -0.0248101 0.0385618 0.132845 0.43792
38000 0.172238 0.044334 -0.216622 0.34784 0.545555 0.467071 -1.67745e-05
39000 0.104316 0.0037705 0.200162 -0.0571683 -0.0806942 -0.051247 0.10275
40000 0.423023 -0.28798 0.278065 0.0485472 0.0251992 -0.0755641 0.137703
41000 0.0424535 0.3776 0.116759 0.00550991 0.0892447 -0.13993 0.178937
42000 -0.387113 -0.327853 -0.179269 -0.463277 -0.200622 -0.0926643 -0.298078
43000 -0.0326773 0.478192 0.226212 0.0217117 0.0951598 -0.125015 0.223909
44000 0.809275 0.339889 0.77153 -0.0799232 -0.237147 0.0372677 0.640231
45000 0.563529 0.696466 -0.00201081 -0.231606 -0.125969 0.0584387 0.419328
46000 -0.21975 -0.490353 -0.442622 -0.00860931 0.0270745 0.105167 -0.384242
47000 0.416446 0.847737 0.241281 0.0750359 -0.0597539 0.0366888 0.501822
48000 0.104431 -0.164459 -0.342474 -0.219604 -0.238615 -0.058051 -0.134167
49000 0.603127 0.071574 0.15991 0.164005 0.152534 -0.0124958 0.278204
50000 0.708015 0.152929 0.614945 -0.153884 0.0187318 0.150846 0.491963
51000 0.314069 1.16128 0.123632 -0.0344886 -0.0499979 0.14385 0.532995
52000 0.947911 0.66808 0.600932 -0.075718 -0.361263 -0.26772 0.738974
53000 0.182472 0.375279 -0.238748 -0.303726 -0.180881 0.191193 0.106334
54000 0.923968 0.287319 0.728459 -0.283345 0.275529 0.0704427 0.646582
55000 0.110643 -0.212348 0.0266022 -0.292476 -0.175237 0.031099 -0.0250342
56000 0.0201303 -0.387916 0.0488457 -0.357135 0.483032 0.27303 -0.106313
57000 0.555561 0.0998867 0.644366 -0.00202837 0.0561388 0.227551 0.433271
58000 -0.00303051 0.697496 0.236064 0.327718 -0.228862 0.131838 0.310177
59000 0.517489 0.162903 0.312191 -0.332618 -0.562538 0.28041 0.330861
60000 0.44394 0.423074 0.213401 0.108321 0.0788225 0.417254 0.360138
61000 0.55893 0.210846 0.08659 -0.199992 -0.355208 0.0857177 0.285455
62000 -0.053125 -0.120575 -0.000920539 0.0577595 -0.211358 -0.109337 -0.058207
63000 0.130365 0.386445 0.0258431 -0.0463647 0.110629 -0.18723 0.180884
64000 -0.0160359 0.177838 0.660099 0.299834 -0.158208 -0.317142 0.273967
65000 0.301146 0.0447495 0.730108 0.311013 -0.180994 -0.0261172 0.358668
66000 0.526911 0.181081 0.426018 -0.135942 -0.074788 -0.0188083 0.378004
67000 0.0662843 0.176956 0.108679 -0.30301 0.127032 -0.0874293 0.117307
68000 0.0539627 0.394875 0.371657 -0.17486 -0.113232 0.164596 0.273498
69000 0.256213 -0.689132 0.109387 0.28316 -0.052042 0.133121 -0.107844
70000 -0.10337 0.52718 -0.00548742 -0.193557 0.203768 -0.190705 0.139441
71000 0.247984 0.137544 0.0648174 -0.385071 0.0744682 0.118073 0.150115
72000 0.470873 0.642563 -0.0521625 -0.311672 -0.0243789 -0.0673068 0.353758
73000 0.375811 0.911025 0.27746 0.118473 0.0662427 -0.190322 0.521432
74000 0.266026 0.373939 0.529106 -0.313112 -0.445292 0.180672 0.389691
75000 0.786673 0.255077 0.292298 0.284638 -0.123592 -0.157285 0.444683
76000 0.61261 0.411433 0.595532 0.20312 -0.450789 -0.177716 0.539859
77000 0.171909 0.00887978 0.698476 -0.0668584 0.156923 0.115937 0.293089
78000 0.252423 -0.193832 -0.315652 -0.0916788 0.375755 -0.331221 -0.0856869
79000 0.147 0.0770965 0.041854 0.0163836 0.0311924 -0.0657783 0.0886503
80000 1.05264 0.797798 0.471465 -0.28851 0.360775 -0.0706942 0.773968
81000 0.462728 0.454269 -0.29184 0.0100377 -0.0397369 -0.241291 0.208386
82000 0.369197 0.643725 0.464438 0.0296102 -0.101785 0.405359 0.492453
83000 0.848656 0.209232 0.201027 -0.377469 0.278301 -0.0509087 0.419638
84000 0.53138 0.297365 0.0996367 -0.0525599 0.104799 0.139847 0.30946
85000 0.381435 1.10289 0.168634 0.0620718 -0.120662 0.222302 0.550988
86000 0.20848 0.687015 -0.210592 0.207231 0.0828527 0.111679 0.228301
87000 0.0356593 -0.181084 1.15423 0.0741265 -0.49564 0.115194 0.336268
88000 0.375184 0.0451694 0.393563 -0.183011 0.279003 -0.314407 0.271305
89000 0.138709 0.425906 0.380711 0.378801 0.123879 0.158676 0.315109
90000 0.0850297 0.295562 0.215302 0.21504 0.356716 0.251103 0.198631
91000 0.41154 0.330377 0.196525 0.087252 0.241059 0.692962 0.312814
92000 0.488524 -0.218458 -0.099495 -0.280232 0.344284 0.543016 0.056857
93000 -0.0213338 0.0825665 0.183083 0.227918 -0.339094 0.646831 0.0814385
94000 0.0654144 0.673724 0.0775947 -0.247888 0.41666 0.0583747 0.272244
95000 0.289697 0.29099 -0.391202 -0.421382 0.20734 -0.271113 0.0631618
96000 0.364592 0.329283 0.0143444 0.286288 0.208482 -0.0906243 0.236073
97000 -0.101638 0.273139 -0.0411098 0.091385 -0.30484 -0.0192879 0.0434639
98000 0.802652 0.964435 0.55032 -0.0557382 -0.170572 -0.152696 0.772469
99000 0.834525 0.734884 0.266936 0.308412 -0.0706499 0.00586569 0.612115
100000 0.559949 0.078216 0.387822 -0.036108 -0.209008 -0.160605 0.341996
101000 -0.0254412 0.441922 0.305244 -0.273485 -0.0390507 0.11208 0.240575
102000 -0.111878 -0.428198 0.540365 0.0478898 -0.0821944 -0.433254 9.62274e-05
103000 0.365223 0.222068 -1.04469 -0.0469205 -0.297431 -0.339043 -0.152465
104000 0.221224 0.0176833 0.451224 -0.244966 0.249952 -0.0159332 0.230044
105000 0.115684 0.0710154 -0.0607883 -0.0149288 0.0579751 -0.434484 0.0419703
106000 0.563925 0.207989 0.48528 -0.0656771 -0.105786 0.0433785 0.419065
