# Time-averaged data for fix state_variables
# TimeStep c_thermo_temp v_vol v_rho v_etotal v_a v_b v_c
23360000 294.648 100696 0.871523 2140.75 46.5233 46.5233 46.5233
23361000 292.714 100696 0.871517 2102.96 46.5234 46.5234 46.5234
23362000 293.383 100697 0.871511 2139.93 46.5235 46.5235 46.5235
23363000 292.316 100698 0.871504 2102.39 46.5236 46.5236 46.5236
23364000 294.024 100699 0.871498 2100.24 46.5237 46.5237 46.5237
23365000 292.635 100699 0.871492 2087.73 46.5238 46.5238 46.5238
23366000 292.781 100700 0.871485 2080.47 46.524 46.524 46.524
23367000 292.119 100701 0.871479 2077.7 46.5241 46.5241 46.5241
23368000 291.604 100702 0.871473 2049 46.5242 46.5242 46.5242
23369000 294.967 100702 0.871466 2116.22 46.5243 46.5243 46.5243
23370000 290.707 100703 0.87146 2051.04 46.5244 46.5244 46.5244
23371000 291.765 100704 0.871453 2048.76 46.5245 46.5245 46.5245
23372000 291.583 100705 0.871447 2035.96 46.5246 46.5246 46.5246
23373000 290.933 100705 0.871441 2036.48 46.5247 46.5247 46.5247
23374000 291.727 100706 0.871434 2074.79 46.5249 46.5249 46.5249
23375000 293.103 100707 0.871428 2096.04 46.525 46.525 46.525
23376000 293.602 100707 0.871422 2106.17 46.5251 46.5251 46.5251
23377000 293.105 100708 0.871415 2095.46 46.5252 46.5252 46.5252
23378000 291.886 100709 0.871409 2080.17 46.5253 46.5253 46.5253
23379000 292.735 100710 0.871403 2110.22 46.5254 46.5254 46.5254
23380000 290.781 100710 0.871396 2056.24 46.5255 46.5255 46.5255
23381000 294.201 100711 0.87139 2105.15 46.5257 46.5257 46.5257
23382000 292.583 100712 0.871384 2074.81 46.5258 46.5258 46.5258
23383000 293.514 100713 0.871377 2082.4 46.5259 46.5259 46.5259
23384000 294.805 100713 0.871371 2114.25 46.526 46.526 46.526
23385000 293.609 100714 0.871364 2085.77 46.5261 46.5261 46.5261
23386000 294.56 100715 0.871358 2111.87 46.5262 46.5262 46.5262
