# Time-averaged data for fix dave
# TimeStep v_rho
125780000 0.764926
125781000 0.764932
125782000 0.764945
125783000 0.764954
125784000 0.764969
125785000 0.764976
125786000 0.764997
125787000 0.76501
125788000 0.765023
125789000 0.765041
125790000 0.765059
125791000 0.765075
125792000 0.76509
125793000 0.765103
125794000 0.765111
125795000 0.765121
125796000 0.76513
125797000 0.765135
125798000 0.765134
125799000 0.765137
125800000 0.765146
125801000 0.765154
125802000 0.76516
125803000 0.765165
125804000 0.765168
125805000 0.765174
125806000 0.765172
125807000 0.765173
125808000 0.765176
125809000 0.76518
125810000 0.765182
125811000 0.765182
125812000 0.765188
125813000 0.765193
125814000 0.7652
125815000 0.765201
125816000 0.765202
125817000 0.765208
125818000 0.765213
125819000 0.765222
125820000 0.765226
125821000 0.76523
125822000 0.765228
125823000 0.765228
125824000 0.76523
125825000 0.765234
125826000 0.765236
125827000 0.765241
125828000 0.765239
125829000 0.765242
125830000 0.765243
125831000 0.76525
125832000 0.765249
125833000 0.765248
125834000 0.765246
125835000 0.765242
125836000 0.765227
125837000 0.765228
125838000 0.765215
125839000 0.765203
125840000 0.765198
125841000 0.765195
125842000 0.765182
125843000 0.76517
125844000 0.76516
125845000 0.765143
125846000 0.765136
125847000 0.765136
125848000 0.765134
125849000 0.765136
125850000 0.765143
125851000 0.765149
125852000 0.76515
125853000 0.765154
125854000 0.765161
125855000 0.76516
125856000 0.765162
125857000 0.765158
125858000 0.765161
125859000 0.765164
125860000 0.765166
125861000 0.765174
125862000 0.765183
125863000 0.765182
125864000 0.765184
125865000 0.765184
125866000 0.765182
125867000 0.765185
125868000 0.765198
125869000 0.765207
125870000 0.765215
125871000 0.765212
125872000 0.765208
125873000 0.765201
125874000 0.765209
125875000 0.765208
125876000 0.765205
125877000 0.7652
125878000 0.765194
125879000 0.765194
125880000 0.765187
125881000 0.765183
125882000 0.765178
125883000 0.765164
125884000 0.765154
125885000 0.765148
125886000 0.765144
125887000 0.765137
125888000 0.765131
125889000 0.765123
125890000 0.765119
125891000 0.765119
125892000 0.765116
125893000 0.765111
125894000 0.765107
125895000 0.765105
125896000 0.765113
125897000 0.765124
125898000 0.765132
125899000 0.765132
125900000 0.765134
125901000 0.765132
125902000 0.765129
125903000 0.765125
125904000 0.765131
125905000 0.76513
125906000 0.765126
125907000 0.765126
125908000 0.765129
125909000 0.765133
125910000 0.765145
125911000 0.765147
125912000 0.765146
125913000 0.765148
125914000 0.765149
125915000 0.765143
125916000 0.765143
125917000 0.765133
125918000 0.765125
125919000 0.765121
125920000 0.76512
125921000 0.765113
125922000 0.765111
125923000 0.765106
125924000 0.76509
125925000 0.76508
125926000 0.765075
125927000 0.765077
125928000 0.765065
125929000 0.765066
125930000 0.765063
125931000 0.765061
125932000 0.765064
125933000 0.765064
125934000 0.765062
125935000 0.765058
125936000 0.765058
125937000 0.765053
125938000 0.765048
125939000 0.765038
125940000 0.765028
125941000 0.765025
125942000 0.765023
125943000 0.765032
125944000 0.765036
125945000 0.765033
125946000 0.76503
125947000 0.765037
125948000 0.765047
125949000 0.765047
125950000 0.765044
125951000 0.765046
125952000 0.765045
125953000 0.765054
125954000 0.765062
125955000 0.765058
125956000 0.765052
125957000 0.765045
125958000 0.765042
125959000 0.765043
125960000 0.765042
125961000 0.765042
125962000 0.765045
125963000 0.765042
125964000 0.765034
125965000 0.765038
125966000 0.765045
125967000 0.765049
125968000 0.765052
125969000 0.765051
125970000 0.76505
125971000 0.765049
125972000 0.765042
125973000 0.765043
125974000 0.765045
125975000 0.765048
125976000 0.765053
125977000 0.765055
125978000 0.765052
125979000 0.765053
125980000 0.76505
125981000 0.765048
125982000 0.765048
125983000 0.765048
125984000 0.765049
125985000 0.765049
125986000 0.765053
125987000 0.765056
125988000 0.765059
125989000 0.765049
125990000 0.765043
125991000 0.765041
