# Time-averaged data for fix pave
# TimeStep v_pressure
13725000 937.385
13726000 937.415
13727000 937.396
13728000 937.351
13729000 937.295
13730000 937.499
13731000 937.555
13732000 937.708
13733000 937.75
13734000 937.894
13735000 938.029
13736000 938.059
13737000 938.189
13738000 938.389
13739000 938.485
13740000 938.507
13741000 938.494
13742000 938.499
13743000 938.56
13744000 938.673
13745000 938.764
13746000 938.791
13747000 938.774
13748000 938.703
13749000 938.776
13750000 938.757
13751000 938.595
13752000 938.486
13753000 938.52
13754000 938.499
13755000 938.537
13756000 938.533
13757000 938.494
13758000 938.47
13759000 938.42
13760000 938.429
13761000 938.385
13762000 938.325
13763000 938.235
13764000 938.146
13765000 937.908
13766000 937.747
13767000 937.563
13768000 937.494
13769000 937.546
13770000 937.549
13771000 937.493
13772000 937.453
13773000 937.505
13774000 937.531
13775000 937.475
13776000 937.469
13777000 937.472
13778000 937.383
13779000 937.38
13780000 937.371
13781000 937.337
13782000 937.318
13783000 937.419
13784000 937.57
13785000 937.676
13786000 937.715
13787000 937.749
13788000 937.675
13789000 937.736
13790000 937.767
13791000 937.78
13792000 937.787
13793000 937.74
13794000 937.862
13795000 938.033
13796000 938.18
13797000 938.278
13798000 938.409
13799000 938.51
13800000 938.433
13801000 938.447
13802000 938.363
13803000 938.398
13804000 938.455
13805000 938.43
13806000 938.531
13807000 938.557
13808000 938.657
13809000 938.802
13810000 938.915
13811000 939.01
13812000 939.035
13813000 939.091
13814000 939.203
13815000 939.36
13816000 939.518
13817000 939.559
13818000 939.648
13819000 939.644
13820000 939.664
13821000 939.742
13822000 939.824
13823000 939.839
13824000 940.043
13825000 940.072
13826000 940.189
13827000 940.177
13828000 940.222
13829000 940.246
13830000 940.243
13831000 940.332
13832000 940.313
13833000 940.208
13834000 940.177
13835000 940.183
13836000 940.18
13837000 940.233
13838000 940.274
13839000 940.201
13840000 940.23
13841000 940.211
13842000 940.129
13843000 940.056
13844000 940.203
13845000 940.209
13846000 940.165
13847000 940.174
13848000 940.22
13849000 940.287
13850000 940.315
13851000 940.28
13852000 940.182
13853000 940.072
13854000 940
13855000 939.948
13856000 940.07
13857000 940.071
13858000 940.071
13859000 940.016
13860000 939.92
13861000 939.879
13862000 939.934
13863000 939.976
13864000 940.186
13865000 940.316
13866000 940.333
13867000 940.319
13868000 940.381
13869000 940.578
13870000 940.728
13871000 940.859
13872000 940.971
13873000 941.052
13874000 941.074
13875000 941.142
13876000 941.06
13877000 941.077
13878000 941.265
13879000 941.353
13880000 941.456
13881000 941.375
13882000 941.386
13883000 941.425
13884000 941.449
13885000 941.494
13886000 941.637
13887000 941.765
13888000 941.925
13889000 942.132
13890000 942.289
13891000 942.409
13892000 942.605
13893000 942.889
13894000 943.054
13895000 943.175
13896000 943.332
13897000 943.464
13898000 943.675
13899000 943.779
13900000 943.926
13901000 944.077
13902000 944.265
13903000 944.44
13904000 944.505
13905000 944.695
13906000 944.835
13907000 944.87
13908000 945.018
13909000 945.199
13910000 945.285
13911000 945.491
13912000 945.604
13913000 945.699
13914000 945.771
13915000 945.778
13916000 945.777
13917000 945.83
13918000 946.002
13919000 946.165
13920000 946.309
13921000 946.341
13922000 946.528
13923000 946.621
13924000 946.77
13925000 946.983
13926000 947.142
13927000 947.209
13928000 947.374
13929000 947.463
13930000 947.498
13931000 947.655
13932000 947.716
13933000 947.772
13934000 947.971
13935000 948.115
13936000 948.234
13937000 948.401
13938000 948.538
13939000 948.638
13940000 948.761
13941000 948.925
13942000 949.068
13943000 949.222
13944000 949.372
13945000 949.493
13946000 949.806
13947000 950.139
13948000 950.381
13949000 950.594
13950000 950.829
13951000 950.981
13952000 951.156
13953000 951.379
13954000 951.481
13955000 951.743
13956000 951.958
13957000 952.174
13958000 952.285
13959000 952.381
13960000 952.473
13961000 952.667
13962000 952.81
13963000 953.02
13964000 953.187
13965000 953.357
13966000 953.584
13967000 953.683
13968000 953.694
13969000 953.856
13970000 953.99
13971000 954.052
13972000 954.177
13973000 954.171
13974000 954.203
13975000 954.305
13976000 954.392
13977000 954.496
13978000 954.7
13979000 954.834
13980000 954.984
13981000 955.062
13982000 955.215
13983000 955.279
13984000 955.338
13985000 955.416
13986000 955.491
13987000 955.562
13988000 955.58
13989000 955.53
13990000 955.529
13991000 955.655
13992000 955.694
13993000 955.742
13994000 955.782
13995000 955.84
13996000 955.912
13997000 956.04
13998000 956.086
13999000 956.048
14000000 956.041
14001000 955.893
14002000 955.901
14003000 955.931
14004000 955.921
14005000 955.868
14006000 955.881
14007000 955.918
14008000 955.851
14009000 955.801
14010000 955.812
14011000 955.829
14012000 955.883
14013000 955.822
14014000 955.813
14015000 955.721
14016000 955.695
14017000 955.636
14018000 955.586
14019000 955.537
14020000 955.422
14021000 955.38
14022000 955.31
14023000 955.261
14024000 955.201
14025000 955.169
14026000 955.026
14027000 954.941
14028000 954.808
14029000 954.775
14030000 954.616
14031000 954.474
14032000 954.399
14033000 954.358
14034000 954.344
14035000 954.399
14036000 954.404
14037000 954.424
14038000 954.482
14039000 954.549
14040000 954.625
14041000 954.616
14042000 954.611
14043000 954.646
14044000 954.711
14045000 954.793
14046000 954.84
14047000 954.875
14048000 954.96
14049000 955.144
14050000 955.178
14051000 955.27
14052000 955.376
14053000 955.461
14054000 955.631
14055000 955.658
14056000 955.732
14057000 955.785
14058000 955.846
14059000 955.945
14060000 956.027
14061000 956.069
14062000 956.064
14063000 956.089
14064000 956.104
14065000 956.136
14066000 956.215
14067000 956.229
14068000 956.199
14069000 956.229
14070000 956.239
14071000 956.281
14072000 956.349
14073000 956.406
14074000 956.549
14075000 956.579
14076000 956.547
14077000 956.563
14078000 956.558
14079000 956.521
14080000 956.465
14081000 956.388
14082000 956.302
14083000 956.224
14084000 956.236
14085000 956.173
14086000 956.104
14087000 956.075
14088000 956.059
14089000 956.186
14090000 956.119
14091000 956.171
14092000 956.116
14093000 956.141
14094000 956.178
14095000 956.153
14096000 956.162
14097000 956.211
14098000 956.231
14099000 956.187
14100000 956.227
14101000 956.235
14102000 956.239
14103000 956.137
14104000 956.086
14105000 956.012
14106000 955.979
14107000 956.004
14108000 955.988
14109000 956.001
14110000 955.896
14111000 955.779
14112000 955.74
14113000 955.724
14114000 955.774
14115000 955.779
14116000 955.837
14117000 955.751
14118000 955.691
14119000 955.68
14120000 955.773
14121000 955.734
14122000 955.695
14123000 955.75
14124000 955.782
14125000 955.847
14126000 955.831
14127000 955.912
14128000 955.892
14129000 955.89
14130000 955.826
14131000 955.887
14132000 955.986
14133000 956.02
14134000 956.062
14135000 956.054
14136000 956.086
14137000 956.054
14138000 956.079
14139000 956.017
14140000 955.985
14141000 955.962
14142000 955.92
14143000 955.971
14144000 956.02
14145000 956.113
14146000 956.182
14147000 956.231
14148000 956.282
14149000 956.34
14150000 956.364
14151000 956.395
14152000 956.454
14153000 956.474
14154000 956.583
14155000 956.739
14156000 956.799
14157000 956.851
14158000 956.891
14159000 957.059
14160000 957.162
14161000 957.289
14162000 957.43
14163000 957.557
14164000 957.648
14165000 957.708
14166000 957.773
14167000 957.786
14168000 957.873
14169000 957.99
14170000 958.054
14171000 958.121
14172000 958.164
14173000 958.198
14174000 958.304
14175000 958.405
14176000 958.557
14177000 958.589
14178000 958.62
14179000 958.68
14180000 958.724
14181000 958.74
14182000 958.779
14183000 958.864
14184000 958.948
14185000 958.988
14186000 958.997
14187000 959.011
14188000 958.929
14189000 958.995
14190000 958.933
14191000 958.877
14192000 958.875
14193000 958.871
14194000 958.92
14195000 958.888
14196000 959.042
14197000 959.065
14198000 959.258
14199000 959.234
14200000 959.228
14201000 959.275
14202000 959.318
14203000 959.398
14204000 959.44
14205000 959.474
14206000 959.481
14207000 959.448
14208000 959.498
14209000 959.542
14210000 959.567
14211000 959.582
14212000 959.593
14213000 959.538
14214000 959.483
14215000 959.409
14216000 959.449
14217000 959.483
14218000 959.54
14219000 959.571
14220000 959.588
14221000 959.623
14222000 959.64
14223000 959.639
14224000 959.635
14225000 959.561
14226000 959.478
14227000 959.444
14228000 959.423
14229000 959.434
14230000 959.454
14231000 959.427
14232000 959.404
14233000 959.372
14234000 959.295
14235000 959.225
14236000 959.192
14237000 959.185
14238000 959.199
14239000 959.174
14240000 959.17
14241000 959.131
14242000 959.149
14243000 959.178
14244000 959.238
14245000 959.163
14246000 959.199
14247000 959.178
14248000 959.134
14249000 959.17
14250000 959.206
14251000 959.248
14252000 959.231
14253000 959.224
14254000 959.272
14255000 959.269
14256000 959.301
14257000 959.424
14258000 959.49
14259000 959.547
14260000 959.519
14261000 959.436
14262000 959.379
14263000 959.39
14264000 959.399
14265000 959.302
14266000 959.283
14267000 959.257
14268000 959.296
14269000 959.411
14270000 959.401
14271000 959.447
14272000 959.516
14273000 959.568
14274000 959.617
14275000 959.624
14276000 959.653
14277000 959.694
14278000 959.707
14279000 959.736
14280000 959.733
14281000 959.714
14282000 959.764
14283000 959.74
14284000 959.741
14285000 959.722
14286000 959.752
14287000 959.757
14288000 959.749
14289000 959.792
14290000 959.761
14291000 959.693
14292000 959.735
14293000 959.748
14294000 959.733
14295000 959.616
14296000 959.566
14297000 959.502
14298000 959.429
14299000 959.408
14300000 959.392
14301000 959.392
14302000 959.351
14303000 959.341
14304000 959.368
14305000 959.375
14306000 959.475
14307000 959.423
14308000 959.427
14309000 959.338
14310000 959.344
14311000 959.37
14312000 959.364
14313000 959.33
14314000 959.349
14315000 959.455
14316000 959.576
14317000 959.713
14318000 959.816
14319000 959.865
14320000 959.938
14321000 960
14322000 960.069
14323000 960.148
14324000 960.262
14325000 960.303
14326000 960.38
14327000 960.505
14328000 960.655
14329000 960.79
14330000 960.885
14331000 961.038
14332000 961.115
14333000 961.245
14334000 961.269
14335000 961.301
14336000 961.347
14337000 961.363
14338000 961.457
14339000 961.543
14340000 961.621
14341000 961.792
14342000 961.808
14343000 961.792
14344000 961.829
14345000 961.837
14346000 961.922
14347000 961.964
14348000 961.927
14349000 961.831
14350000 961.798
14351000 961.691
14352000 961.577
14353000 961.459
14354000 961.305
14355000 961.176
14356000 961.063
14357000 960.909
14358000 960.803
14359000 960.714
14360000 960.558
14361000 960.417
14362000 960.394
14363000 960.421
14364000 960.399
14365000 960.37
14366000 960.332
14367000 960.272
14368000 960.251
14369000 960.183
14370000 960.141
14371000 960.132
14372000 960.08
14373000 959.979
14374000 959.89
14375000 959.824
14376000 959.726
14377000 959.624
14378000 959.581
14379000 959.532
14380000 959.492
14381000 959.443
14382000 959.382
14383000 959.358
14384000 959.326
14385000 959.277
14386000 959.307
14387000 959.304
14388000 959.296
14389000 959.262
14390000 959.301
14391000 959.24
14392000 959.2
14393000 959.238
14394000 959.297
14395000 959.365
14396000 959.364
14397000 959.313
14398000 959.198
14399000 959.164
14400000 959.075
14401000 959.008
14402000 958.969
14403000 958.947
14404000 958.943
14405000 958.897
14406000 958.786
14407000 958.696
14408000 958.609
14409000 958.541
14410000 958.533
14411000 958.487
14412000 958.393
14413000 958.295
14414000 958.289
14415000 958.337
14416000 958.295
14417000 958.323
14418000 958.301
14419000 958.374
14420000 958.42
14421000 958.376
14422000 958.409
14423000 958.461
14424000 958.502
14425000 958.579
14426000 958.68
14427000 958.742
14428000 958.732
14429000 958.737
14430000 958.756
14431000 958.805
14432000 958.871
14433000 958.957
14434000 958.997
14435000 958.985
14436000 959.033
14437000 959.121
14438000 959.202
14439000 959.239
14440000 959.271
14441000 959.238
14442000 959.183
14443000 959.257
14444000 959.252
14445000 959.311
14446000 959.353
14447000 959.418
14448000 959.431
14449000 959.45
14450000 959.507
14451000 959.551
14452000 959.582
14453000 959.642
14454000 959.704
14455000 959.689
14456000 959.713
14457000 959.763
14458000 959.768
14459000 959.824
14460000 959.908
14461000 959.986
14462000 960.045
14463000 960.117
14464000 960.178
14465000 960.242
14466000 960.371
14467000 960.397
14468000 960.414
14469000 960.408
14470000 960.45
14471000 960.435
14472000 960.37
14473000 960.3
14474000 960.205
14475000 960.211
14476000 960.162
14477000 960.163
14478000 960.191
14479000 960.207
14480000 960.265
14481000 960.335
14482000 960.354
14483000 960.287
14484000 960.24
14485000 960.23
14486000 960.17
14487000 960.073
14488000 960.011
14489000 959.991
14490000 959.95
14491000 959.927
14492000 959.91
14493000 959.888
14494000 959.874
14495000 959.843
14496000 959.878
14497000 959.868
14498000 959.831
14499000 959.838
14500000 959.806
14501000 959.798
14502000 959.793
14503000 959.848
14504000 959.841
14505000 959.815
14506000 959.864
14507000 959.928
14508000 959.877
14509000 959.839
14510000 959.81
14511000 959.749
14512000 959.732
14513000 959.706
14514000 959.723
14515000 959.716
14516000 959.757
14517000 959.795
14518000 959.795
14519000 959.809
14520000 959.886
14521000 959.982
14522000 960.105
14523000 960.191
14524000 960.302
14525000 960.36
14526000 960.342
14527000 960.355
14528000 960.441
14529000 960.452
14530000 960.544
14531000 960.616
14532000 960.653
14533000 960.658
14534000 960.652
14535000 960.606
14536000 960.642
14537000 960.625
14538000 960.673
14539000 960.685
14540000 960.693
14541000 960.649
14542000 960.664
14543000 960.646
14544000 960.688
14545000 960.707
14546000 960.779
14547000 960.774
14548000 960.775
14549000 960.81
14550000 960.831
14551000 960.846
14552000 960.958
14553000 961.012
14554000 961.029
14555000 961.037
14556000 961.066
14557000 961.117
14558000 961.136
14559000 961.176
14560000 961.26
14561000 961.262
14562000 961.32
14563000 961.336
14564000 961.369
14565000 961.376
14566000 961.433
14567000 961.393
14568000 961.424
14569000 961.431
14570000 961.431
14571000 961.398
14572000 961.369
14573000 961.335
14574000 961.324
14575000 961.309
14576000 961.285
14577000 961.278
14578000 961.239
14579000 961.291
14580000 961.329
14581000 961.359
14582000 961.348
14583000 961.345
14584000 961.327
14585000 961.425
14586000 961.479
14587000 961.523
14588000 961.571
14589000 961.635
14590000 961.735
14591000 961.773
14592000 961.767
14593000 961.781
14594000 961.799
14595000 961.821
14596000 961.826
14597000 961.773
14598000 961.733
14599000 961.689
14600000 961.657
14601000 961.636
14602000 961.625
14603000 961.646
14604000 961.614
14605000 961.683
14606000 961.651
14607000 961.662
14608000 961.682
14609000 961.701
14610000 961.65
14611000 961.61
14612000 961.548
14613000 961.552
14614000 961.501
14615000 961.501
14616000 961.504
14617000 961.506
14618000 961.599
14619000 961.594
14620000 961.673
14621000 961.73
14622000 961.763
14623000 961.852
14624000 961.874
14625000 961.891
14626000 961.945
14627000 961.984
14628000 961.977
14629000 962.017
14630000 961.985
14631000 962.004
14632000 961.965
14633000 962.033
14634000 962.02
14635000 962.104
14636000 962.088
14637000 962.11
14638000 962.104
14639000 962.126
14640000 962.14
14641000 962.194
14642000 962.244
14643000 962.27
14644000 962.281
14645000 962.257
14646000 962.198
14647000 962.143
14648000 962.087
14649000 962.042
14650000 961.984
14651000 961.916
14652000 961.87
14653000 961.792
14654000 961.762
14655000 961.722
14656000 961.626
14657000 961.552
14658000 961.567
14659000 961.562
14660000 961.567
14661000 961.636
14662000 961.666
14663000 961.682
14664000 961.697
14665000 961.728
14666000 961.755
14667000 961.785
14668000 961.786
14669000 961.783
14670000 961.833
14671000 961.863
14672000 961.888
14673000 961.941
14674000 961.971
14675000 961.972
14676000 961.93
14677000 961.923
14678000 961.922
14679000 961.901
14680000 961.902
14681000 961.942
14682000 961.996
14683000 962.075
14684000 962.126
14685000 962.175
14686000 962.231
14687000 962.293
14688000 962.314
14689000 962.301
14690000 962.278
14691000 962.251
14692000 962.204
14693000 962.151
14694000 962.076
14695000 962.142
14696000 962.154
14697000 962.182
14698000 962.188
14699000 962.188
14700000 962.214
14701000 962.262
14702000 962.254
14703000 962.291
14704000 962.369
14705000 962.404
14706000 962.453
14707000 962.576
14708000 962.668
14709000 962.661
14710000 962.673
14711000 962.726
14712000 962.756
14713000 962.77
14714000 962.84
14715000 962.85
14716000 962.845
14717000 962.856
14718000 962.825
14719000 962.833
14720000 962.789
14721000 962.728
14722000 962.722
14723000 962.657
14724000 962.628
14725000 962.608
14726000 962.536
14727000 962.527
14728000 962.486
14729000 962.453
14730000 962.509
14731000 962.595
14732000 962.597
14733000 962.659
14734000 962.75
