# Time-averaged data for fix pave
# TimeStep v_pressure
18508000 987.07
18509000 987.11
18510000 987.068
18511000 987.065
18512000 987.082
18513000 987.059
18514000 987.137
18515000 987.058
18516000 987.057
18517000 987.096
18518000 987.122
18519000 987.11
18520000 987.082
18521000 987.095
18522000 987.089
18523000 987.109
18524000 987.055
18525000 987.084
18526000 987.136
18527000 987.094
18528000 987.122
18529000 987.155
18530000 987.075
18531000 987.071
18532000 987.1
18533000 987.111
18534000 987.121
18535000 987.075
18536000 987.075
18537000 987.138
18538000 987.109
18539000 987.153
18540000 987.08
18541000 987.101
18542000 987.099
18543000 987.127
18544000 987.075
18545000 987.098
18546000 987.12
18547000 987.103
18548000 987.095
18549000 987.064
18550000 987.105
18551000 987.084
18552000 987.098
18553000 987.087
18554000 987.106
18555000 987.031
18556000 987.098
18557000 987.045
18558000 987.052
18559000 987.081
18560000 987.154
18561000 987.112
18562000 987.115
18563000 987.102
18564000 987.082
18565000 987.081
18566000 987.07
18567000 987.067
18568000 987.109
18569000 987.08
18570000 987.065
18571000 987.071
18572000 987.095
18573000 987.089
18574000 987.11
18575000 987.1
18576000 987.097
18577000 987.092
18578000 987.089
18579000 987.061
18580000 987.076
18581000 987.104
18582000 987.094
18583000 987.095
18584000 987.098
18585000 987.106
18586000 987.129
18587000 987.135
18588000 987.099
18589000 987.07
18590000 987.084
18591000 987.08
18592000 987.073
18593000 987.06
18594000 987.083
18595000 987.08
18596000 987.032
18597000 987.077
18598000 987.085
18599000 987.069
18600000 987.086
18601000 987.078
18602000 987.087
18603000 987.116
18604000 987.058
18605000 987.13
18606000 987.103
18607000 987.071
18608000 987.069
18609000 987.117
18610000 987.033
18611000 987.069
18612000 987.087
18613000 987.065
18614000 987.045
18615000 987.054
18616000 987.071
18617000 987.077
18618000 987.092
18619000 987.042
18620000 987.063
18621000 987.085
18622000 987.05
18623000 987.082
18624000 987.098
18625000 987.068
18626000 987.082
18627000 987.063
18628000 987.071
18629000 987.077
18630000 987.091
18631000 987.071
18632000 987.046
18633000 987.095
18634000 987.029
18635000 987.089
18636000 987.095
18637000 987.048
18638000 987.109
18639000 987.088
18640000 987.034
18641000 987.076
18642000 987.057
18643000 987.079
18644000 987.078
18645000 987.043
18646000 987.059
18647000 987.069
18648000 987.057
18649000 987.104
18650000 987.057
18651000 987.043
18652000 987.017
18653000 987.064
18654000 987.036
18655000 987.05
18656000 987.089
18657000 987.07
18658000 987.043
18659000 987.081
18660000 987.057
18661000 987.059
18662000 987.041
18663000 987.068
18664000 987.039
18665000 987.077
18666000 987.058
18667000 987.07
18668000 987.061
18669000 987.058
18670000 987.053
18671000 987.058
18672000 987.069
18673000 987.009
18674000 987.063
18675000 987.028
18676000 987.073
18677000 987.067
18678000 987.063
18679000 987.099
18680000 987.039
18681000 987.057
18682000 987.051
18683000 987.054
18684000 987.071
18685000 987.036
18686000 987.066
18687000 987.043
18688000 987.046
18689000 987.058
18690000 987.068
18691000 987.077
18692000 987.056
18693000 987.126
18694000 987.083
18695000 987.063
18696000 987.074
18697000 987.062
18698000 987.132
18699000 987.083
18700000 987.056
18701000 987.077
18702000 987.07
18703000 987.046
18704000 987.074
18705000 987.045
18706000 987.007
18707000 987.085
18708000 987.064
18709000 987.083
18710000 987.081
18711000 987.056
18712000 987.083
18713000 987.074
18714000 987.033
18715000 987.054
18716000 987.037
18717000 987.055
18718000 987.088
18719000 987.063
18720000 987.058
18721000 987.062
18722000 987.067
18723000 987.038
18724000 987.054
18725000 987.036
18726000 987.034
18727000 987.047
18728000 987.033
18729000 987.02
18730000 987.069
18731000 987.067
18732000 987.009
18733000 987.071
18734000 987.043
18735000 987.061
18736000 987.013
18737000 987.054
18738000 987.024
18739000 987.024
18740000 987.069
18741000 987.04
18742000 987.054
18743000 987.076
18744000 987.096
18745000 987.064
18746000 987.057
18747000 987.043
18748000 987.024
18749000 987.067
18750000 987.045
18751000 987.051
18752000 987.021
18753000 987.042
18754000 987.051
18755000 987.035
18756000 987.05
18757000 987.035
18758000 987.054
18759000 987.064
18760000 987.037
18761000 987.041
18762000 987.075
18763000 987.075
18764000 987.049
18765000 987.063
18766000 987.055
18767000 987.036
18768000 987.031
18769000 987.029
18770000 987.041
18771000 987.063
18772000 987.037
18773000 987.039
18774000 987.079
18775000 987.06
18776000 987.013
18777000 987.051
18778000 987.063
18779000 987.056
18780000 987.063
18781000 987.055
18782000 987.092
18783000 987.061
18784000 987.075
18785000 987.034
18786000 987.053
18787000 987.05
18788000 987.076
18789000 987.043
18790000 987.046
18791000 987.057
18792000 987.059
18793000 987.041
18794000 987.024
18795000 987.044
18796000 987.064
18797000 987.051
18798000 987.011
18799000 987.06
18800000 987.06
18801000 987.057
18802000 987.079
18803000 987.029
18804000 987.063
18805000 987.061
18806000 987.066
18807000 987.058
18808000 987.057
18809000 987.058
18810000 987.039
18811000 987.069
18812000 987.035
18813000 987.034
18814000 987.056
18815000 987.046
18816000 987.022
18817000 987.036
18818000 987.023
18819000 987.034
18820000 987.072
18821000 987.06
18822000 987.025
18823000 987.048
18824000 987.061
18825000 987.055
18826000 987.061
18827000 987.029
18828000 987.033
18829000 987.073
18830000 987.043
18831000 987.051
18832000 987.05
18833000 987.071
18834000 987.063
18835000 987.05
18836000 987.052
18837000 987.053
18838000 987.054
18839000 987.033
18840000 987.045
18841000 987.043
18842000 987.027
18843000 987.05
18844000 987.018
18845000 987.02
18846000 987.04
18847000 987.072
18848000 987.046
18849000 987.087
18850000 987.068
18851000 987.065
18852000 987.101
18853000 987.092
18854000 987.075
18855000 987.068
18856000 987.055
18857000 987.018
18858000 987.059
18859000 987.061
18860000 987.058
18861000 987.079
18862000 987.081
18863000 987.081
18864000 987.058
18865000 987.089
18866000 987.058
18867000 987.061
18868000 987.067
18869000 987.069
18870000 987.051
18871000 987.067
18872000 987.07
18873000 987.049
18874000 987.064
18875000 987.082
18876000 987.079
18877000 987.039
18878000 987.077
18879000 987.064
18880000 987.07
18881000 987.051
18882000 987.055
18883000 987.079
18884000 987.048
18885000 987.077
18886000 987.046
18887000 987.054
18888000 987.075
18889000 987.06
18890000 987.055
18891000 987.073
18892000 987.059
18893000 987.046
18894000 987.074
18895000 987.037
18896000 987.078
18897000 987.048
18898000 987.07
18899000 987.055
18900000 987.088
18901000 987.078
18902000 987.068
18903000 987.047
18904000 987.069
18905000 987.04
18906000 987.041
18907000 987.085
18908000 987.084
18909000 987.038
18910000 987.064
18911000 987.064
18912000 987.067
18913000 987.081
18914000 987.078
18915000 987.082
18916000 987.053
18917000 987.052
18918000 987.059
18919000 987.072
18920000 987.061
18921000 987.048
18922000 987.085
18923000 987.039
18924000 987.076
18925000 987.08
18926000 987.082
18927000 987.061
18928000 987.071
18929000 987.051
18930000 987.072
18931000 987.056
18932000 987.074
18933000 987.076
18934000 987.07
18935000 987.092
18936000 987.061
18937000 987.045
18938000 987.06
18939000 987.067
18940000 987.076
18941000 987.098
18942000 987.069
18943000 987.053
18944000 987.071
18945000 987.061
18946000 987.053
18947000 987.089
18948000 987.058
18949000 987.082
18950000 987.071
18951000 987.097
18952000 987.071
18953000 987.039
18954000 987.057
18955000 987.099
18956000 987.062
18957000 987.077
18958000 987.057
18959000 987.074
18960000 987.069
18961000 987.047
18962000 987.063
18963000 987.06
18964000 987.085
18965000 987.03
18966000 987.043
18967000 987.089
18968000 987.085
18969000 987.054
18970000 987.068
18971000 987.05
18972000 987.052
18973000 987.11
18974000 987.063
18975000 987.1
18976000 987.077
18977000 987.07
18978000 987.062
18979000 987.038
18980000 987.083
18981000 987.069
18982000 987.079
18983000 987.082
18984000 987.07
18985000 987.061
18986000 987.075
18987000 987.084
18988000 987.069
18989000 987.033
18990000 987.055
18991000 987.074
18992000 987.066
18993000 987.057
18994000 987.079
18995000 987.068
18996000 987.076
18997000 987.085
18998000 987.054
18999000 987.073
19000000 987.062
19001000 987.067
19002000 987.059
19003000 987.043
19004000 987.093
19005000 987.062
19006000 987.064
19007000 987.08
19008000 987.084
19009000 987.071
19010000 987.071
19011000 987.081
19012000 987.104
19013000 987.07
19014000 987.079
19015000 987.056
19016000 987.062
19017000 987.07
19018000 987.07
19019000 987.097
19020000 987.074
19021000 987.081
19022000 987.065
19023000 987.072
19024000 987.042
19025000 987.075
19026000 987.083
19027000 987.085
19028000 987.055
19029000 987.056
19030000 987.055
19031000 987.064
19032000 987.063
19033000 987.058
19034000 987.062
19035000 987.09
19036000 987.101
19037000 987.063
19038000 987.073
19039000 987.071
19040000 987.063
19041000 987.065
19042000 987.048
19043000 987.068
19044000 987.07
19045000 987.057
19046000 987.056
19047000 987.067
19048000 987.095
19049000 987.034
19050000 987.074
19051000 987.068
19052000 987.075
19053000 987.083
19054000 987.075
19055000 987.074
19056000 987.066
19057000 987.063
19058000 987.05
19059000 987.059
19060000 987.089
19061000 987.078
19062000 987.079
19063000 987.086
19064000 987.055
19065000 987.059
19066000 987.068
19067000 987.066
19068000 987.064
19069000 987.059
19070000 987.07
19071000 987.058
19072000 987.101
19073000 987.068
19074000 987.064
19075000 987.064
19076000 987.067
19077000 987.062
19078000 987.08
19079000 987.069
19080000 987.08
19081000 987.081
19082000 987.066
19083000 987.074
19084000 987.062
19085000 987.087
19086000 987.047
19087000 987.051
19088000 987.054
19089000 987.075
19090000 987.067
19091000 987.081
19092000 987.07
19093000 987.051
19094000 987.052
19095000 987.067
19096000 987.087
19097000 987.071
19098000 987.083
19099000 987.073
19100000 987.089
19101000 987.081
19102000 987.064
19103000 987.07
19104000 987.05
19105000 987.086
19106000 987.066
19107000 987.064
19108000 987.065
19109000 987.084
19110000 987.078
19111000 987.068
19112000 987.083
19113000 987.075
19114000 987.073
19115000 987.088
19116000 987.065
19117000 987.044
19118000 987.057
19119000 987.087
19120000 987.069
19121000 987.078
19122000 987.09
19123000 987.07
19124000 987.066
19125000 987.072
19126000 987.08
19127000 987.064
19128000 987.096
19129000 987.06
19130000 987.084
19131000 987.063
19132000 987.075
19133000 987.095
19134000 987.071
19135000 987.092
19136000 987.067
19137000 987.075
19138000 987.105
19139000 987.072
19140000 987.076
19141000 987.082
19142000 987.064
19143000 987.057
19144000 987.071
19145000 987.088
19146000 987.078
19147000 987.087
19148000 987.054
19149000 987.064
19150000 987.085
19151000 987.084
19152000 987.058
19153000 987.079
19154000 987.065
19155000 987.074
19156000 987.09
19157000 987.079
19158000 987.077
19159000 987.087
19160000 987.09
19161000 987.082
19162000 987.101
19163000 987.063
19164000 987.087
19165000 987.089
19166000 987.047
19167000 987.074
19168000 987.064
19169000 987.077
19170000 987.053
19171000 987.074
19172000 987.063
19173000 987.093
19174000 987.061
19175000 987.064
19176000 987.059
19177000 987.077
19178000 987.086
19179000 987.083
19180000 987.075
19181000 987.082
19182000 987.08
19183000 987.077
19184000 987.058
19185000 987.088
19186000 987.086
19187000 987.076
19188000 987.089
19189000 987.068
19190000 987.082
19191000 987.076
19192000 987.061
19193000 987.06
19194000 987.047
19195000 987.057
19196000 987.073
19197000 987.068
19198000 987.057
19199000 987.094
19200000 987.087
19201000 987.064
19202000 987.072
19203000 987.097
19204000 987.08
19205000 987.078
19206000 987.08
19207000 987.065
19208000 987.08
19209000 987.07
19210000 987.066
19211000 987.071
19212000 987.078
19213000 987.091
19214000 987.074
19215000 987.075
19216000 987.068
19217000 987.065
19218000 987.093
19219000 987.07
19220000 987.078
19221000 987.063
19222000 987.071
19223000 987.083
19224000 987.068
19225000 987.079
19226000 987.06
19227000 987.061
19228000 987.057
19229000 987.058
19230000 987.069
19231000 987.054
19232000 987.082
19233000 987.059
19234000 987.068
19235000 987.081
19236000 987.043
19237000 987.056
19238000 987.076
19239000 987.082
19240000 987.036
19241000 987.075
19242000 987.061
19243000 987.076
19244000 987.069
19245000 987.083
19246000 987.066
19247000 987.072
19248000 987.059
19249000 987.063
19250000 987.068
19251000 987.065
19252000 987.082
19253000 987.064
19254000 987.065
19255000 987.065
19256000 987.071
19257000 987.056
19258000 987.07
19259000 987.074
19260000 987.087
19261000 987.062
19262000 987.076
19263000 987.058
19264000 987.05
19265000 987.061
19266000 987.061
19267000 987.07
19268000 987.066
19269000 987.094
19270000 987.046
19271000 987.057
19272000 987.073
19273000 987.08
19274000 987.066
19275000 987.074
19276000 987.052
19277000 987.077
19278000 987.067
19279000 987.069
19280000 987.078
19281000 987.046
19282000 987.053
19283000 987.077
19284000 987.07
19285000 987.062
19286000 987.058
19287000 987.076
19288000 987.06
19289000 987.07
19290000 987.085
19291000 987.055
19292000 987.067
19293000 987.046
19294000 987.057
19295000 987.071
19296000 987.071
19297000 987.061
19298000 987.069
19299000 987.063
19300000 987.059
19301000 987.082
19302000 987.077
19303000 987.071
19304000 987.075
19305000 987.066
19306000 987.079
19307000 987.061
19308000 987.059
19309000 987.043
19310000 987.062
19311000 987.07
19312000 987.077
19313000 987.044
19314000 987.064
19315000 987.053
19316000 987.07
19317000 987.068
19318000 987.051
19319000 987.062
19320000 987.058
19321000 987.066
19322000 987.047
19323000 987.054
19324000 987.058
19325000 987.074
19326000 987.044
19327000 987.062
19328000 987.061
19329000 987.061
19330000 987.073
19331000 987.056
19332000 987.076
19333000 987.062
19334000 987.075
19335000 987.064
19336000 987.07
19337000 987.062
19338000 987.063
19339000 987.07
19340000 987.062
19341000 987.057
19342000 987.071
19343000 987.076
19344000 987.039
19345000 987.046
19346000 987.076
19347000 987.054
19348000 987.07
19349000 987.069
19350000 987.048
19351000 987.045
19352000 987.049
19353000 987.062
19354000 987.045
19355000 987.049
19356000 987.05
19357000 987.053
19358000 987.067
19359000 987.071
19360000 987.071
19361000 987.084
19362000 987.061
19363000 987.062
19364000 987.045
19365000 987.067
19366000 987.075
19367000 987.054
19368000 987.059
19369000 987.053
19370000 987.044
19371000 987.059
19372000 987.072
19373000 987.089
19374000 987.071
19375000 987.057
19376000 987.08
19377000 987.069
19378000 987.075
19379000 987.07
19380000 987.065
19381000 987.074
19382000 987.079
19383000 987.055
19384000 987.05
19385000 987.063
19386000 987.076
19387000 987.086
19388000 987.089
19389000 987.062
19390000 987.082
19391000 987.065
19392000 987.049
19393000 987.059
19394000 987.07
19395000 987.058
19396000 987.073
19397000 987.073
19398000 987.061
19399000 987.063
19400000 987.067
19401000 987.061
19402000 987.068
19403000 987.052
19404000 987.064
19405000 987.059
19406000 987.075
19407000 987.079
19408000 987.048
19409000 987.07
19410000 987.068
19411000 987.087
19412000 987.074
19413000 987.071
19414000 987.055
19415000 987.06
19416000 987.079
19417000 987.072
19418000 987.072
19419000 987.075
19420000 987.084
19421000 987.067
19422000 987.07
19423000 987.073
19424000 987.076
19425000 987.074
19426000 987.057
19427000 987.064
19428000 987.082
19429000 987.073
19430000 987.063
19431000 987.073
19432000 987.043
19433000 987.086
19434000 987.058
19435000 987.068
19436000 987.068
19437000 987.06
19438000 987.07
19439000 987.051
19440000 987.06
19441000 987.063
19442000 987.073
19443000 987.054
19444000 987.078
19445000 987.075
19446000 987.056
19447000 987.062
19448000 987.058
19449000 987.078
19450000 987.071
19451000 987.075
19452000 987.075
19453000 987.065
19454000 987.08
19455000 987.065
19456000 987.071
19457000 987.069
19458000 987.076
19459000 987.055
19460000 987.072
19461000 987.065
19462000 987.064
19463000 987.068
19464000 987.081
19465000 987.07
19466000 987.063
19467000 987.058
19468000 987.075
19469000 987.066
19470000 987.061
19471000 987.061
19472000 987.078
19473000 987.066
19474000 987.057
19475000 987.062
19476000 987.053
19477000 987.061
19478000 987.065
19479000 987.065
19480000 987.067
19481000 987.067
19482000 987.077
19483000 987.063
19484000 987.06
19485000 987.061
19486000 987.063
19487000 987.063
19488000 987.054
19489000 987.06
19490000 987.061
19491000 987.081
19492000 987.068
19493000 987.059
19494000 987.081
19495000 987.075
19496000 987.052
19497000 987.064
19498000 987.067
19499000 987.091
19500000 987.064
19501000 987.083
19502000 987.039
19503000 987.057
19504000 987.059
19505000 987.065
19506000 987.086
19507000 987.072
19508000 987.067
19509000 987.065
19510000 987.064
19511000 987.052
19512000 987.073
19513000 987.07
19514000 987.068
19515000 987.075
19516000 987.057
19517000 987.075
19518000 987.051
19519000 987.07
19520000 987.071
19521000 987.071
19522000 987.068
19523000 987.074
19524000 987.07
19525000 987.075
19526000 987.084
19527000 987.061
19528000 987.059
19529000 987.067
19530000 987.066
19531000 987.09
19532000 987.067
19533000 987.066
19534000 987.071
19535000 987.065
19536000 987.07
19537000 987.067
19538000 987.07
19539000 987.065
19540000 987.074
19541000 987.053
19542000 987.065
19543000 987.073
19544000 987.065
19545000 987.067
19546000 987.06
19547000 987.071
19548000 987.072
19549000 987.055
19550000 987.064
19551000 987.066
19552000 987.06
19553000 987.066
19554000 987.052
19555000 987.063
19556000 987.072
19557000 987.081
19558000 987.064
19559000 987.08
19560000 987.046
19561000 987.069
19562000 987.078
19563000 987.07
19564000 987.076
19565000 987.07
19566000 987.077
19567000 987.064
19568000 987.067
19569000 987.087
19570000 987.079
19571000 987.068
19572000 987.077
19573000 987.062
19574000 987.067
19575000 987.064
19576000 987.077
19577000 987.074
19578000 987.045
19579000 987.072
19580000 987.063
19581000 987.071
19582000 987.074
19583000 987.056
19584000 987.044
19585000 987.061
19586000 987.066
19587000 987.08
19588000 987.068
19589000 987.062
19590000 987.067
19591000 987.061
19592000 987.073
19593000 987.058
19594000 987.056
19595000 987.06
19596000 987.058
19597000 987.055
19598000 987.061
19599000 987.065
19600000 987.069
19601000 987.043
19602000 987.044
19603000 987.053
19604000 987.063
19605000 987.049
19606000 987.067
19607000 987.054
19608000 987.055
19609000 987.05
19610000 987.057
19611000 987.064
19612000 987.053
19613000 987.078
19614000 987.058
19615000 987.056
19616000 987.064
19617000 987.057
19618000 987.057
19619000 987.045
19620000 987.06
19621000 987.025
19622000 987.058
19623000 987.061
19624000 987.04
19625000 987.062
19626000 987.045
19627000 987.07
19628000 987.041
19629000 987.036
19630000 987.046
19631000 987.044
19632000 987.057
19633000 987.055
19634000 987.053
19635000 987.056
19636000 987.056
19637000 987.057
19638000 987.055
19639000 987.07
19640000 987.056
19641000 987.05
19642000 987.079
19643000 987.057
19644000 987.059
19645000 987.048
19646000 987.06
19647000 987.062
19648000 987.053
19649000 987.068
19650000 987.055
19651000 987.063
19652000 987.034
19653000 987.036
19654000 987.058
19655000 987.046
19656000 987.079
19657000 987.044
19658000 987.054
19659000 987.053
19660000 987.054
19661000 987.051
19662000 987.061
19663000 987.059
19664000 987.059
19665000 987.051
19666000 987.063
19667000 987.048
19668000 987.064
19669000 987.055
19670000 987.033
19671000 987.046
19672000 987.053
19673000 987.046
19674000 987.054
19675000 987.043
19676000 987.047
19677000 987.051
19678000 987.049
19679000 987.048
19680000 987.045
19681000 987.046
19682000 987.043
19683000 987.061
19684000 987.049
19685000 987.061
19686000 987.037
19687000 987.051
19688000 987.051
19689000 987.04
19690000 987.041
19691000 987.055
19692000 987.055
19693000 987.06
19694000 987.056
19695000 987.033
19696000 987.036
19697000 987.052
19698000 987.04
19699000 987.052
19700000 987.055
19701000 987.05
19702000 987.053
19703000 987.056
19704000 987.049
19705000 987.043
19706000 987.072
19707000 987.046
19708000 987.034
19709000 987.052
19710000 987.038
19711000 987.042
19712000 987.043
19713000 987.056
19714000 987.033
19715000 987.037
19716000 987.041
19717000 987.033
19718000 987.036
19719000 987.045
19720000 987.047
19721000 987.044
19722000 987.052
19723000 987.041
19724000 987.046
19725000 987.04
19726000 987.042
19727000 987.037
19728000 987.046
19729000 987.036
19730000 987.035
19731000 987.024
19732000 987.046
19733000 987.038
19734000 987.044
19735000 987.031
19736000 987.045
19737000 987.034
19738000 987.032
19739000 987.033
19740000 987.048
