# Time-averaged data for fix tave
# TimeStep v_temperature
13650000 292.845
13651000 292.846
13652000 292.848
13653000 292.848
13654000 292.85
13655000 292.851
13656000 292.849
13657000 292.852
13658000 292.851
13659000 292.848
13660000 292.846
13661000 292.845
13662000 292.842
13663000 292.842
13664000 292.839
13665000 292.838
13666000 292.838
13667000 292.835
13668000 292.834
13669000 292.834
13670000 292.837
13671000 292.839
13672000 292.84
13673000 292.84
13674000 292.839
13675000 292.838
13676000 292.838
13677000 292.837
13678000 292.839
13679000 292.838
13680000 292.838
13681000 292.838
13682000 292.837
13683000 292.837
13684000 292.836
13685000 292.835
13686000 292.835
13687000 292.837
13688000 292.838
13689000 292.84
13690000 292.838
13691000 292.838
13692000 292.837
13693000 292.834
13694000 292.833
13695000 292.835
13696000 292.837
13697000 292.837
13698000 292.838
13699000 292.837
13700000 292.835
13701000 292.833
13702000 292.832
13703000 292.831
13704000 292.829
13705000 292.829
13706000 292.828
13707000 292.828
13708000 292.827
13709000 292.828
13710000 292.826
13711000 292.823
13712000 292.824
13713000 292.824
13714000 292.826
13715000 292.828
13716000 292.828
13717000 292.829
13718000 292.832
13719000 292.832
13720000 292.832
13721000 292.832
13722000 292.832
13723000 292.83
13724000 292.829
13725000 292.83
13726000 292.832
13727000 292.83
13728000 292.828
13729000 292.827
13730000 292.827
13731000 292.829
13732000 292.827
13733000 292.826
13734000 292.827
13735000 292.826
13736000 292.827
13737000 292.829
13738000 292.829
13739000 292.829
13740000 292.828
13741000 292.828
13742000 292.828
13743000 292.828
13744000 292.828
13745000 292.828
13746000 292.826
13747000 292.827
13748000 292.827
13749000 292.828
13750000 292.826
13751000 292.83
13752000 292.829
13753000 292.829
13754000 292.829
13755000 292.828
13756000 292.828
13757000 292.827
13758000 292.824
13759000 292.825
13760000 292.825
13761000 292.826
13762000 292.826
13763000 292.827
13764000 292.828
13765000 292.828
13766000 292.827
13767000 292.829
13768000 292.827
13769000 292.826
13770000 292.825
13771000 292.822
13772000 292.821
13773000 292.822
13774000 292.822
13775000 292.821
13776000 292.82
13777000 292.82
13778000 292.818
13779000 292.819
13780000 292.82
13781000 292.818
13782000 292.817
13783000 292.819
13784000 292.821
13785000 292.822
13786000 292.823
13787000 292.824
13788000 292.823
13789000 292.823
13790000 292.824
13791000 292.822
13792000 292.821
13793000 292.82
13794000 292.82
13795000 292.819
13796000 292.82
13797000 292.82
13798000 292.819
13799000 292.819
13800000 292.82
13801000 292.823
13802000 292.825
13803000 292.826
13804000 292.826
13805000 292.826
13806000 292.825
13807000 292.825
13808000 292.824
13809000 292.826
13810000 292.828
13811000 292.827
13812000 292.826
13813000 292.826
13814000 292.824
13815000 292.824
13816000 292.825
13817000 292.826
13818000 292.826
13819000 292.825
13820000 292.823
13821000 292.822
13822000 292.822
13823000 292.822
13824000 292.823
13825000 292.823
13826000 292.823
13827000 292.824
13828000 292.824
13829000 292.826
13830000 292.827
13831000 292.826
13832000 292.827
13833000 292.825
13834000 292.824
13835000 292.822
13836000 292.823
13837000 292.823
13838000 292.824
13839000 292.821
13840000 292.824
13841000 292.822
13842000 292.824
13843000 292.823
13844000 292.823
13845000 292.823
13846000 292.822
13847000 292.821
13848000 292.821
13849000 292.823
13850000 292.824
13851000 292.824
13852000 292.824
13853000 292.822
13854000 292.82
13855000 292.82
13856000 292.82
13857000 292.821
13858000 292.82
13859000 292.82
13860000 292.822
13861000 292.825
13862000 292.825
13863000 292.825
13864000 292.827
13865000 292.827
13866000 292.83
13867000 292.83
13868000 292.831
13869000 292.832
13870000 292.833
13871000 292.834
13872000 292.835
13873000 292.835
13874000 292.835
13875000 292.835
13876000 292.834
13877000 292.833
13878000 292.834
13879000 292.835
13880000 292.835
13881000 292.836
13882000 292.833
13883000 292.834
13884000 292.833
13885000 292.832
13886000 292.833
13887000 292.833
13888000 292.834
13889000 292.834
13890000 292.833
13891000 292.833
13892000 292.833
13893000 292.833
13894000 292.833
13895000 292.834
13896000 292.836
13897000 292.837
13898000 292.838
13899000 292.839
13900000 292.84
13901000 292.838
13902000 292.837
13903000 292.838
13904000 292.837
13905000 292.838
13906000 292.837
13907000 292.835
13908000 292.834
13909000 292.836
13910000 292.836
13911000 292.833
13912000 292.833
13913000 292.832
13914000 292.832
13915000 292.832
13916000 292.83
13917000 292.829
13918000 292.829
13919000 292.831
13920000 292.832
13921000 292.831
13922000 292.83
13923000 292.83
13924000 292.83
13925000 292.829
13926000 292.831
13927000 292.831
13928000 292.832
13929000 292.831
13930000 292.829
13931000 292.83
13932000 292.831
13933000 292.831
13934000 292.832
13935000 292.833
13936000 292.834
13937000 292.835
13938000 292.835
13939000 292.835
13940000 292.837
13941000 292.836
13942000 292.837
13943000 292.838
13944000 292.838
13945000 292.838
13946000 292.838
13947000 292.838
13948000 292.837
13949000 292.838
13950000 292.839
13951000 292.84
13952000 292.842
13953000 292.84
13954000 292.842
13955000 292.841
13956000 292.841
13957000 292.841
13958000 292.84
13959000 292.84
13960000 292.839
13961000 292.839
13962000 292.839
13963000 292.839
13964000 292.837
13965000 292.837
13966000 292.837
13967000 292.838
13968000 292.839
13969000 292.841
13970000 292.841
13971000 292.842
13972000 292.843
13973000 292.842
13974000 292.842
13975000 292.844
13976000 292.844
13977000 292.844
13978000 292.844
13979000 292.846
13980000 292.847
13981000 292.848
13982000 292.849
13983000 292.85
13984000 292.849
13985000 292.851
13986000 292.853
13987000 292.853
13988000 292.853
13989000 292.852
13990000 292.852
13991000 292.852
13992000 292.851
13993000 292.852
13994000 292.851
13995000 292.849
13996000 292.848
13997000 292.847
13998000 292.846
13999000 292.845
14000000 292.844
14001000 292.843
14002000 292.843
14003000 292.844
14004000 292.843
14005000 292.843
14006000 292.844
14007000 292.847
14008000 292.847
14009000 292.846
14010000 292.846
14011000 292.845
14012000 292.845
14013000 292.847
14014000 292.848
14015000 292.85
14016000 292.849
14017000 292.847
14018000 292.848
14019000 292.848
14020000 292.847
14021000 292.849
14022000 292.849
14023000 292.849
14024000 292.85
14025000 292.851
14026000 292.849
14027000 292.849
14028000 292.849
14029000 292.851
14030000 292.851
14031000 292.851
14032000 292.853
14033000 292.853
14034000 292.853
14035000 292.852
14036000 292.854
14037000 292.854
14038000 292.853
14039000 292.853
14040000 292.852
14041000 292.851
14042000 292.852
14043000 292.851
14044000 292.851
14045000 292.849
14046000 292.85
14047000 292.852
14048000 292.854
14049000 292.854
14050000 292.852
14051000 292.852
14052000 292.852
14053000 292.852
14054000 292.852
14055000 292.853
14056000 292.854
14057000 292.854
14058000 292.856
14059000 292.857
14060000 292.86
14061000 292.86
14062000 292.86
14063000 292.861
14064000 292.863
14065000 292.863
14066000 292.863
14067000 292.864
14068000 292.866
14069000 292.866
14070000 292.868
14071000 292.869
14072000 292.871
14073000 292.871
14074000 292.871
14075000 292.873
14076000 292.872
14077000 292.873
14078000 292.871
14079000 292.87
14080000 292.871
14081000 292.87
14082000 292.87
14083000 292.868
14084000 292.868
14085000 292.87
14086000 292.871
14087000 292.87
14088000 292.868
14089000 292.871
14090000 292.871
14091000 292.873
14092000 292.872
14093000 292.872
14094000 292.872
14095000 292.873
14096000 292.873
14097000 292.871
14098000 292.87
14099000 292.87
14100000 292.87
14101000 292.87
14102000 292.87
14103000 292.871
14104000 292.871
14105000 292.872
14106000 292.87
14107000 292.871
14108000 292.871
14109000 292.871
14110000 292.87
14111000 292.87
14112000 292.87
14113000 292.869
14114000 292.869
14115000 292.867
14116000 292.868
14117000 292.87
14118000 292.867
14119000 292.869
14120000 292.869
14121000 292.867
14122000 292.867
14123000 292.867
14124000 292.865
14125000 292.865
14126000 292.864
14127000 292.865
14128000 292.865
14129000 292.866
14130000 292.866
14131000 292.866
14132000 292.867
14133000 292.866
14134000 292.866
14135000 292.867
14136000 292.868
14137000 292.868
14138000 292.869
14139000 292.869
14140000 292.869
14141000 292.868
14142000 292.867
14143000 292.866
14144000 292.867
14145000 292.868
14146000 292.869
14147000 292.87
14148000 292.869
14149000 292.869
14150000 292.867
14151000 292.868
14152000 292.869
14153000 292.869
14154000 292.87
14155000 292.871
14156000 292.872
14157000 292.872
14158000 292.873
14159000 292.873
14160000 292.873
14161000 292.872
14162000 292.872
14163000 292.872
14164000 292.871
14165000 292.871
14166000 292.871
14167000 292.872
14168000 292.873
14169000 292.874
14170000 292.873
14171000 292.874
14172000 292.875
14173000 292.874
14174000 292.873
14175000 292.874
14176000 292.873
14177000 292.874
14178000 292.873
14179000 292.873
14180000 292.872
14181000 292.874
14182000 292.874
14183000 292.875
14184000 292.874
14185000 292.875
14186000 292.875
14187000 292.876
14188000 292.875
14189000 292.874
14190000 292.874
14191000 292.876
14192000 292.876
14193000 292.877
14194000 292.877
14195000 292.877
14196000 292.878
14197000 292.877
14198000 292.878
14199000 292.879
14200000 292.878
14201000 292.878
14202000 292.877
14203000 292.878
14204000 292.878
14205000 292.879
14206000 292.879
14207000 292.879
14208000 292.88
14209000 292.88
14210000 292.881
14211000 292.878
14212000 292.878
14213000 292.878
14214000 292.878
14215000 292.877
14216000 292.877
14217000 292.876
14218000 292.875
14219000 292.874
14220000 292.874
14221000 292.873
14222000 292.873
14223000 292.874
14224000 292.874
14225000 292.875
14226000 292.874
14227000 292.874
14228000 292.873
14229000 292.873
14230000 292.873
14231000 292.874
14232000 292.874
14233000 292.873
14234000 292.872
14235000 292.873
14236000 292.873
14237000 292.874
14238000 292.875
14239000 292.874
14240000 292.874
14241000 292.873
14242000 292.872
14243000 292.873
14244000 292.872
14245000 292.871
14246000 292.87
14247000 292.871
14248000 292.871
14249000 292.871
14250000 292.87
14251000 292.87
14252000 292.87
14253000 292.869
14254000 292.869
14255000 292.869
14256000 292.868
14257000 292.869
14258000 292.87
14259000 292.871
14260000 292.872
14261000 292.871
14262000 292.872
14263000 292.87
14264000 292.87
14265000 292.868
14266000 292.869
14267000 292.869
14268000 292.87
14269000 292.871
14270000 292.871
14271000 292.87
14272000 292.869
14273000 292.871
14274000 292.872
14275000 292.872
14276000 292.872
14277000 292.873
14278000 292.872
14279000 292.872
14280000 292.871
14281000 292.873
14282000 292.873
14283000 292.873
14284000 292.872
14285000 292.873
14286000 292.873
14287000 292.872
14288000 292.872
14289000 292.872
14290000 292.872
14291000 292.874
14292000 292.876
14293000 292.876
14294000 292.875
14295000 292.875
14296000 292.874
14297000 292.873
14298000 292.874
14299000 292.874
14300000 292.872
14301000 292.872
14302000 292.872
14303000 292.871
14304000 292.872
14305000 292.871
14306000 292.871
14307000 292.871
14308000 292.87
14309000 292.869
14310000 292.869
14311000 292.87
14312000 292.87
14313000 292.87
14314000 292.869
14315000 292.869
14316000 292.869
14317000 292.871
14318000 292.87
14319000 292.869
14320000 292.868
14321000 292.868
14322000 292.869
14323000 292.869
14324000 292.87
14325000 292.87
14326000 292.87
14327000 292.87
14328000 292.869
14329000 292.869
14330000 292.869
14331000 292.869
14332000 292.869
14333000 292.869
14334000 292.87
14335000 292.87
14336000 292.871
14337000 292.87
14338000 292.87
14339000 292.87
14340000 292.872
14341000 292.873
14342000 292.872
14343000 292.872
14344000 292.873
14345000 292.873
14346000 292.873
14347000 292.871
14348000 292.872
14349000 292.871
14350000 292.873
14351000 292.873
14352000 292.873
14353000 292.874
14354000 292.873
14355000 292.873
14356000 292.874
14357000 292.874
14358000 292.873
14359000 292.874
14360000 292.874
14361000 292.874
14362000 292.875
14363000 292.876
14364000 292.877
14365000 292.878
14366000 292.879
14367000 292.879
14368000 292.878
14369000 292.878
14370000 292.877
14371000 292.878
14372000 292.878
14373000 292.878
14374000 292.878
14375000 292.877
14376000 292.877
14377000 292.876
14378000 292.876
14379000 292.875
14380000 292.875
14381000 292.876
14382000 292.877
14383000 292.876
14384000 292.876
14385000 292.876
14386000 292.875
14387000 292.875
14388000 292.874
14389000 292.874
14390000 292.875
14391000 292.874
14392000 292.874
14393000 292.875
14394000 292.875
14395000 292.875
14396000 292.876
14397000 292.876
14398000 292.875
14399000 292.876
14400000 292.876
14401000 292.875
14402000 292.877
14403000 292.877
14404000 292.879
14405000 292.878
14406000 292.878
14407000 292.878
14408000 292.878
14409000 292.877
14410000 292.878
14411000 292.879
14412000 292.878
14413000 292.878
14414000 292.877
14415000 292.876
14416000 292.876
14417000 292.875
14418000 292.875
14419000 292.876
14420000 292.875
14421000 292.875
14422000 292.876
14423000 292.876
14424000 292.877
14425000 292.877
14426000 292.877
14427000 292.878
14428000 292.878
14429000 292.878
14430000 292.879
14431000 292.88
14432000 292.88
14433000 292.882
14434000 292.882
14435000 292.881
14436000 292.882
14437000 292.882
14438000 292.881
14439000 292.882
14440000 292.882
14441000 292.882
14442000 292.881
14443000 292.882
14444000 292.881
14445000 292.881
14446000 292.881
14447000 292.879
14448000 292.879
14449000 292.879
14450000 292.878
14451000 292.878
14452000 292.878
14453000 292.878
14454000 292.879
14455000 292.879
14456000 292.88
14457000 292.881
14458000 292.88
14459000 292.881
14460000 292.881
14461000 292.88
14462000 292.88
14463000 292.88
14464000 292.881
14465000 292.881
14466000 292.881
14467000 292.883
14468000 292.883
14469000 292.883
14470000 292.883
14471000 292.885
14472000 292.885
14473000 292.886
14474000 292.886
14475000 292.886
14476000 292.886
14477000 292.887
14478000 292.888
14479000 292.889
14480000 292.89
14481000 292.891
14482000 292.891
14483000 292.892
14484000 292.892
14485000 292.892
14486000 292.892
14487000 292.891
14488000 292.891
14489000 292.89
14490000 292.889
14491000 292.888
14492000 292.888
14493000 292.887
14494000 292.886
14495000 292.886
14496000 292.888
14497000 292.888
14498000 292.888
14499000 292.887
14500000 292.889
14501000 292.889
14502000 292.888
14503000 292.889
14504000 292.89
14505000 292.89
14506000 292.89
14507000 292.891
14508000 292.892
14509000 292.893
14510000 292.892
14511000 292.892
14512000 292.892
14513000 292.891
14514000 292.892
14515000 292.892
14516000 292.893
14517000 292.892
14518000 292.892
14519000 292.891
14520000 292.891
14521000 292.89
14522000 292.889
14523000 292.888
14524000 292.888
14525000 292.888
14526000 292.888
14527000 292.888
14528000 292.887
14529000 292.888
14530000 292.887
14531000 292.887
14532000 292.887
14533000 292.887
14534000 292.887
14535000 292.887
14536000 292.888
14537000 292.889
14538000 292.89
14539000 292.891
14540000 292.89
14541000 292.889
14542000 292.89
14543000 292.891
14544000 292.891
14545000 292.89
14546000 292.89
14547000 292.89
14548000 292.89
14549000 292.891
14550000 292.89
14551000 292.89
14552000 292.89
14553000 292.891
14554000 292.89
14555000 292.891
14556000 292.892
14557000 292.892
14558000 292.893
14559000 292.894
14560000 292.894
14561000 292.894
14562000 292.894
14563000 292.894
14564000 292.894
14565000 292.893
14566000 292.894
14567000 292.894
14568000 292.895
14569000 292.895
14570000 292.895
14571000 292.894
14572000 292.894
14573000 292.895
14574000 292.895
14575000 292.897
14576000 292.897
14577000 292.896
14578000 292.897
14579000 292.898
14580000 292.899
14581000 292.899
14582000 292.899
14583000 292.899
14584000 292.899
14585000 292.9
14586000 292.9
14587000 292.9
14588000 292.9
14589000 292.901
14590000 292.901
14591000 292.901
14592000 292.902
14593000 292.903
14594000 292.903
14595000 292.903
14596000 292.904
14597000 292.903
14598000 292.903
14599000 292.903
14600000 292.902
14601000 292.903
14602000 292.904
14603000 292.904
14604000 292.905
14605000 292.904
14606000 292.903
14607000 292.904
14608000 292.904
14609000 292.904
14610000 292.903
14611000 292.903
14612000 292.901
14613000 292.901
14614000 292.902
14615000 292.902
14616000 292.902
14617000 292.902
14618000 292.902
14619000 292.902
14620000 292.903
14621000 292.903
14622000 292.903
14623000 292.904
14624000 292.904
14625000 292.904
14626000 292.904
14627000 292.904
14628000 292.905
14629000 292.906
14630000 292.906
14631000 292.907
14632000 292.907
14633000 292.907
14634000 292.906
14635000 292.906
14636000 292.907
14637000 292.906
14638000 292.906
14639000 292.907
14640000 292.907
14641000 292.907
14642000 292.908
14643000 292.909
14644000 292.91
14645000 292.91
14646000 292.911
14647000 292.911
14648000 292.911
14649000 292.911
14650000 292.911
14651000 292.913
14652000 292.913
14653000 292.913
14654000 292.913
14655000 292.913
14656000 292.914
14657000 292.914
14658000 292.914
14659000 292.913
14660000 292.912
14661000 292.912
14662000 292.912
14663000 292.913
14664000 292.913
14665000 292.913
14666000 292.913
14667000 292.913
14668000 292.912
14669000 292.912
14670000 292.913
14671000 292.914
14672000 292.915
14673000 292.915
14674000 292.915
14675000 292.915
14676000 292.916
14677000 292.916
14678000 292.916
14679000 292.916
14680000 292.916
14681000 292.916
14682000 292.917
14683000 292.917
14684000 292.917
14685000 292.916
14686000 292.915
14687000 292.915
14688000 292.916
14689000 292.916
14690000 292.916
14691000 292.917
14692000 292.917
14693000 292.917
14694000 292.918
14695000 292.918
14696000 292.918
14697000 292.917
14698000 292.917
14699000 292.916
14700000 292.916
14701000 292.916
14702000 292.915
14703000 292.915
14704000 292.916
14705000 292.915
14706000 292.915
14707000 292.916
14708000 292.915
14709000 292.915
14710000 292.914
14711000 292.916
14712000 292.916
14713000 292.915
14714000 292.915
14715000 292.914
14716000 292.915
14717000 292.915
14718000 292.915
14719000 292.915
14720000 292.915
14721000 292.914
14722000 292.914
14723000 292.913
14724000 292.913
14725000 292.913
14726000 292.913
14727000 292.913
14728000 292.913
14729000 292.912
14730000 292.913
14731000 292.913
14732000 292.913
14733000 292.912
14734000 292.912
14735000 292.913
14736000 292.913
14737000 292.914
14738000 292.914
14739000 292.914
14740000 292.914
