# Time-averaged data for fix tave
# TimeStep v_temperature
18507000 292.974
18508000 292.977
18509000 292.977
18510000 292.976
18511000 292.976
18512000 292.975
18513000 292.973
18514000 292.971
18515000 292.972
18516000 292.972
18517000 292.967
18518000 292.968
18519000 292.97
18520000 292.974
18521000 292.975
18522000 292.974
18523000 292.975
18524000 292.973
18525000 292.976
18526000 292.976
18527000 292.977
18528000 292.973
18529000 292.972
18530000 292.972
18531000 292.971
18532000 292.973
18533000 292.975
18534000 292.974
18535000 292.974
18536000 292.975
18537000 292.976
18538000 292.975
18539000 292.978
18540000 292.976
18541000 292.973
18542000 292.971
18543000 292.973
18544000 292.975
18545000 292.975
18546000 292.976
18547000 292.973
18548000 292.972
18549000 292.975
18550000 292.971
18551000 292.97
18552000 292.967
18553000 292.966
18554000 292.967
18555000 292.968
18556000 292.968
18557000 292.968
18558000 292.963
18559000 292.962
18560000 292.962
18561000 292.963
18562000 292.964
18563000 292.965
18564000 292.966
18565000 292.964
18566000 292.961
18567000 292.961
18568000 292.961
18569000 292.959
18570000 292.956
18571000 292.954
18572000 292.956
18573000 292.958
18574000 292.959
18575000 292.959
18576000 292.959
18577000 292.958
18578000 292.958
18579000 292.961
18580000 292.962
18581000 292.96
18582000 292.959
18583000 292.959
18584000 292.962
18585000 292.96
18586000 292.962
18587000 292.961
18588000 292.963
18589000 292.966
18590000 292.966
18591000 292.968
18592000 292.968
18593000 292.971
18594000 292.971
18595000 292.969
18596000 292.968
18597000 292.969
18598000 292.97
18599000 292.971
18600000 292.973
18601000 292.972
18602000 292.973
18603000 292.974
18604000 292.975
18605000 292.974
18606000 292.973
18607000 292.972
18608000 292.97
18609000 292.971
18610000 292.974
18611000 292.976
18612000 292.979
18613000 292.977
18614000 292.975
18615000 292.976
18616000 292.976
18617000 292.974
18618000 292.976
18619000 292.977
18620000 292.979
18621000 292.978
18622000 292.978
18623000 292.976
18624000 292.974
18625000 292.973
18626000 292.972
18627000 292.975
18628000 292.975
18629000 292.973
18630000 292.972
18631000 292.973
18632000 292.975
18633000 292.974
18634000 292.972
18635000 292.974
18636000 292.973
18637000 292.973
18638000 292.973
18639000 292.977
18640000 292.977
18641000 292.975
18642000 292.977
18643000 292.978
18644000 292.979
18645000 292.979
18646000 292.978
18647000 292.977
18648000 292.979
18649000 292.978
18650000 292.977
18651000 292.977
18652000 292.977
18653000 292.978
18654000 292.976
18655000 292.975
18656000 292.977
18657000 292.975
18658000 292.974
18659000 292.975
18660000 292.972
18661000 292.974
18662000 292.976
18663000 292.975
18664000 292.974
18665000 292.976
18666000 292.977
18667000 292.977
18668000 292.975
18669000 292.978
18670000 292.978
18671000 292.978
18672000 292.976
18673000 292.973
18674000 292.974
18675000 292.973
18676000 292.972
18677000 292.973
18678000 292.973
18679000 292.973
18680000 292.973
18681000 292.975
18682000 292.977
18683000 292.978
18684000 292.979
18685000 292.979
18686000 292.979
18687000 292.978
18688000 292.976
18689000 292.974
18690000 292.975
18691000 292.976
18692000 292.977
18693000 292.975
18694000 292.977
18695000 292.975
18696000 292.973
18697000 292.973
18698000 292.972
18699000 292.973
18700000 292.975
18701000 292.974
18702000 292.975
18703000 292.973
18704000 292.973
18705000 292.973
18706000 292.974
18707000 292.975
18708000 292.974
18709000 292.972
18710000 292.971
18711000 292.971
18712000 292.97
18713000 292.972
18714000 292.972
18715000 292.971
18716000 292.975
18717000 292.974
18718000 292.973
18719000 292.971
18720000 292.97
18721000 292.969
18722000 292.969
18723000 292.97
18724000 292.969
18725000 292.967
18726000 292.966
18727000 292.967
18728000 292.964
18729000 292.963
18730000 292.962
18731000 292.964
18732000 292.966
18733000 292.968
18734000 292.969
18735000 292.97
18736000 292.97
18737000 292.971
18738000 292.97
18739000 292.97
18740000 292.972
18741000 292.973
18742000 292.974
18743000 292.972
18744000 292.972
18745000 292.975
18746000 292.976
18747000 292.977
18748000 292.978
18749000 292.979
18750000 292.98
18751000 292.981
18752000 292.98
18753000 292.98
18754000 292.979
18755000 292.979
18756000 292.98
18757000 292.982
18758000 292.982
18759000 292.984
18760000 292.983
18761000 292.982
18762000 292.981
18763000 292.979
18764000 292.978
18765000 292.979
18766000 292.979
18767000 292.98
18768000 292.98
18769000 292.979
18770000 292.978
18771000 292.981
18772000 292.982
18773000 292.981
18774000 292.98
18775000 292.98
18776000 292.979
18777000 292.979
18778000 292.98
18779000 292.979
18780000 292.979
18781000 292.978
18782000 292.976
18783000 292.976
18784000 292.973
18785000 292.974
18786000 292.973
18787000 292.974
18788000 292.972
18789000 292.972
18790000 292.976
18791000 292.977
18792000 292.977
18793000 292.978
18794000 292.978
18795000 292.977
18796000 292.978
18797000 292.978
18798000 292.98
18799000 292.98
18800000 292.981
18801000 292.982
18802000 292.984
18803000 292.983
18804000 292.984
18805000 292.986
18806000 292.985
18807000 292.985
18808000 292.983
18809000 292.982
18810000 292.979
18811000 292.977
18812000 292.978
18813000 292.979
18814000 292.979
18815000 292.979
18816000 292.981
18817000 292.98
18818000 292.982
18819000 292.983
18820000 292.983
18821000 292.983
18822000 292.984
18823000 292.985
18824000 292.985
18825000 292.984
18826000 292.985
18827000 292.985
18828000 292.985
18829000 292.985
18830000 292.987
18831000 292.986
18832000 292.989
18833000 292.989
18834000 292.988
18835000 292.989
18836000 292.99
18837000 292.991
18838000 292.992
18839000 292.992
18840000 292.992
18841000 292.991
18842000 292.993
18843000 292.992
18844000 292.994
18845000 292.995
18846000 292.994
18847000 292.994
18848000 292.995
18849000 292.996
18850000 292.994
18851000 292.995
18852000 292.996
18853000 292.996
18854000 292.995
18855000 292.993
18856000 292.993
18857000 292.995
18858000 292.996
18859000 292.997
18860000 292.997
18861000 292.997
18862000 292.998
18863000 292.997
18864000 292.999
18865000 292.998
18866000 293
18867000 293
18868000 293.001
18869000 293.003
18870000 293.004
18871000 293.005
18872000 293.007
18873000 293.008
18874000 293.009
18875000 293.008
18876000 293.008
18877000 293.007
18878000 293.006
18879000 293.007
18880000 293.009
18881000 293.008
18882000 293.007
18883000 293.006
18884000 293.006
18885000 293.005
18886000 293.006
18887000 293.006
18888000 293.005
18889000 293.005
18890000 293.004
18891000 293.003
18892000 293.003
18893000 293.002
18894000 293.003
18895000 293.001
18896000 293.001
18897000 293.001
18898000 292.998
18899000 292.997
18900000 292.994
18901000 292.995
18902000 292.996
18903000 292.997
18904000 292.996
18905000 292.994
18906000 292.996
18907000 292.995
18908000 292.994
18909000 292.995
18910000 292.994
18911000 292.994
18912000 292.995
18913000 292.995
18914000 292.996
18915000 292.995
18916000 292.996
18917000 292.997
18918000 292.998
18919000 293
18920000 292.999
18921000 292.998
18922000 293
18923000 293.001
18924000 293.001
18925000 293.002
18926000 293.003
18927000 293.003
18928000 293.005
18929000 293.004
18930000 293.002
18931000 293.003
18932000 293.002
18933000 293.001
18934000 293.003
18935000 293.004
18936000 293.004
18937000 293.005
18938000 293.007
18939000 293.008
18940000 293.008
18941000 293.007
18942000 293.007
18943000 293.007
18944000 293.005
18945000 293.004
18946000 293.003
18947000 293.004
18948000 293.005
18949000 293.005
18950000 293.007
18951000 293.006
18952000 293.007
18953000 293.007
18954000 293.008
18955000 293.01
18956000 293.01
18957000 293.01
18958000 293.01
18959000 293.01
18960000 293.01
18961000 293.011
18962000 293.012
18963000 293.011
18964000 293.011
18965000 293.01
18966000 293.011
18967000 293.009
18968000 293.009
18969000 293.008
18970000 293.009
18971000 293.011
18972000 293.01
18973000 293.01
18974000 293.01
18975000 293.013
18976000 293.013
18977000 293.014
18978000 293.014
18979000 293.013
18980000 293.012
18981000 293.012
18982000 293.011
18983000 293.011
18984000 293.011
18985000 293.012
18986000 293.011
18987000 293.012
18988000 293.01
18989000 293.01
18990000 293.012
18991000 293.011
18992000 293.01
18993000 293.01
18994000 293.012
18995000 293.013
18996000 293.014
18997000 293.016
18998000 293.016
18999000 293.018
19000000 293.017
19001000 293.016
19002000 293.017
19003000 293.018
19004000 293.018
19005000 293.017
19006000 293.017
19007000 293.018
19008000 293.017
19009000 293.018
19010000 293.018
19011000 293.019
19012000 293.017
19013000 293.017
19014000 293.019
19015000 293.019
19016000 293.017
19017000 293.016
19018000 293.017
19019000 293.017
19020000 293.018
19021000 293.017
19022000 293.015
19023000 293.014
19024000 293.014
19025000 293.015
19026000 293.015
19027000 293.016
19028000 293.015
19029000 293.013
19030000 293.014
19031000 293.015
19032000 293.016
19033000 293.016
19034000 293.016
19035000 293.013
19036000 293.012
19037000 293.012
19038000 293.011
19039000 293.01
19040000 293.01
19041000 293.01
19042000 293.011
19043000 293.011
19044000 293.012
19045000 293.015
19046000 293.015
19047000 293.016
19048000 293.016
19049000 293.015
19050000 293.014
19051000 293.014
19052000 293.016
19053000 293.016
19054000 293.017
19055000 293.018
19056000 293.018
19057000 293.02
19058000 293.02
19059000 293.02
19060000 293.02
19061000 293.019
19062000 293.02
19063000 293.02
19064000 293.019
19065000 293.021
19066000 293.019
19067000 293.018
19068000 293.018
19069000 293.019
19070000 293.019
19071000 293.017
19072000 293.018
19073000 293.018
19074000 293.019
19075000 293.018
19076000 293.018
19077000 293.017
19078000 293.018
19079000 293.016
19080000 293.017
19081000 293.018
19082000 293.018
19083000 293.017
19084000 293.017
19085000 293.019
19086000 293.019
19087000 293.019
19088000 293.02
19089000 293.02
19090000 293.021
19091000 293.021
19092000 293.019
19093000 293.019
19094000 293.018
19095000 293.016
19096000 293.016
19097000 293.016
19098000 293.015
19099000 293.017
19100000 293.018
19101000 293.019
19102000 293.02
19103000 293.02
19104000 293.021
19105000 293.02
19106000 293.019
19107000 293.02
19108000 293.02
19109000 293.021
19110000 293.021
19111000 293.021
19112000 293.021
19113000 293.021
19114000 293.02
19115000 293.02
19116000 293.021
19117000 293.02
19118000 293.021
19119000 293.02
19120000 293.019
19121000 293.018
19122000 293.019
19123000 293.021
19124000 293.021
19125000 293.022
19126000 293.022
19127000 293.021
19128000 293.022
19129000 293.022
19130000 293.022
19131000 293.021
19132000 293.02
19133000 293.018
19134000 293.019
19135000 293.018
19136000 293.017
19137000 293.017
19138000 293.017
19139000 293.018
19140000 293.018
19141000 293.017
19142000 293.017
19143000 293.017
19144000 293.017
19145000 293.016
19146000 293.017
19147000 293.017
19148000 293.017
19149000 293.019
19150000 293.018
19151000 293.017
19152000 293.016
19153000 293.016
19154000 293.015
19155000 293.015
19156000 293.015
19157000 293.013
19158000 293.013
19159000 293.013
19160000 293.011
19161000 293.012
19162000 293.012
19163000 293.012
19164000 293.012
19165000 293.01
19166000 293.011
19167000 293.009
19168000 293.009
19169000 293.008
19170000 293.007
19171000 293.008
19172000 293.009
19173000 293.009
19174000 293.01
19175000 293.011
19176000 293.012
19177000 293.012
19178000 293.012
19179000 293.014
19180000 293.014
19181000 293.014
19182000 293.015
19183000 293.015
19184000 293.014
19185000 293.014
19186000 293.013
19187000 293.013
19188000 293.012
19189000 293.011
19190000 293.011
19191000 293.011
19192000 293.011
19193000 293.011
19194000 293.011
19195000 293.011
19196000 293.011
19197000 293.011
19198000 293.01
19199000 293.01
19200000 293.008
19201000 293.008
19202000 293.007
19203000 293.008
19204000 293.008
19205000 293.009
19206000 293.009
19207000 293.011
19208000 293.011
19209000 293.012
19210000 293.012
19211000 293.012
19212000 293.011
19213000 293.01
19214000 293.009
19215000 293.009
19216000 293.009
19217000 293.009
19218000 293.009
19219000 293.009
19220000 293.009
19221000 293.01
19222000 293.011
19223000 293.01
19224000 293.009
19225000 293.01
19226000 293.01
19227000 293.01
19228000 293.01
19229000 293.011
19230000 293.011
19231000 293.011
19232000 293.011
19233000 293.012
19234000 293.012
19235000 293.013
19236000 293.014
19237000 293.014
19238000 293.014
19239000 293.013
19240000 293.011
19241000 293.011
19242000 293.011
19243000 293.011
19244000 293.011
19245000 293.011
19246000 293.009
19247000 293.009
19248000 293.01
19249000 293.011
19250000 293.011
19251000 293.01
19252000 293.011
19253000 293.011
19254000 293.011
19255000 293.01
19256000 293.009
19257000 293.009
19258000 293.008
19259000 293.008
19260000 293.007
19261000 293.007
19262000 293.008
19263000 293.007
19264000 293.007
19265000 293.006
19266000 293.006
19267000 293.007
19268000 293.007
19269000 293.007
19270000 293.006
19271000 293.006
19272000 293.007
19273000 293.006
19274000 293.005
19275000 293.005
19276000 293.005
19277000 293.007
19278000 293.007
19279000 293.008
19280000 293.01
19281000 293.009
19282000 293.009
19283000 293.009
19284000 293.01
19285000 293.011
19286000 293.01
19287000 293.011
19288000 293.011
19289000 293.012
19290000 293.01
19291000 293.011
19292000 293.009
19293000 293.008
19294000 293.008
19295000 293.009
19296000 293.009
19297000 293.01
19298000 293.01
19299000 293.01
19300000 293.01
19301000 293.012
19302000 293.013
19303000 293.012
19304000 293.012
19305000 293.014
19306000 293.014
19307000 293.015
19308000 293.015
19309000 293.015
19310000 293.015
19311000 293.015
19312000 293.015
19313000 293.013
19314000 293.013
19315000 293.014
19316000 293.013
19317000 293.012
19318000 293.012
19319000 293.012
19320000 293.012
19321000 293.013
19322000 293.013
19323000 293.014
19324000 293.014
19325000 293.014
19326000 293.015
19327000 293.014
19328000 293.013
19329000 293.013
19330000 293.013
19331000 293.013
19332000 293.013
19333000 293.013
19334000 293.012
19335000 293.013
19336000 293.012
19337000 293.011
19338000 293.011
19339000 293.011
19340000 293.009
19341000 293.009
19342000 293.009
19343000 293.009
19344000 293.008
19345000 293.008
19346000 293.008
19347000 293.007
19348000 293.007
19349000 293.008
19350000 293.007
19351000 293.006
19352000 293.006
19353000 293.006
19354000 293.006
19355000 293.005
19356000 293.005
19357000 293.007
19358000 293.007
19359000 293.007
19360000 293.007
19361000 293.006
19362000 293.005
19363000 293.005
19364000 293.005
19365000 293.004
19366000 293.005
19367000 293.006
19368000 293.007
19369000 293.005
19370000 293.006
19371000 293.007
19372000 293.007
19373000 293.008
19374000 293.008
19375000 293.008
19376000 293.009
19377000 293.009
19378000 293.008
19379000 293.008
19380000 293.009
19381000 293.008
19382000 293.008
19383000 293.009
19384000 293.009
19385000 293.01
19386000 293.011
19387000 293.012
19388000 293.012
19389000 293.011
19390000 293.012
19391000 293.013
19392000 293.012
19393000 293.013
19394000 293.012
19395000 293.011
19396000 293.012
19397000 293.011
19398000 293.01
19399000 293.009
19400000 293.01
19401000 293.011
19402000 293.012
19403000 293.013
19404000 293.013
19405000 293.013
19406000 293.013
19407000 293.012
19408000 293.013
19409000 293.013
19410000 293.013
19411000 293.013
19412000 293.012
19413000 293.012
19414000 293.011
19415000 293.01
19416000 293.009
19417000 293.008
19418000 293.009
19419000 293.01
19420000 293.011
19421000 293.011
19422000 293.011
19423000 293.011
19424000 293.011
19425000 293.012
19426000 293.013
19427000 293.013
19428000 293.013
19429000 293.012
19430000 293.011
19431000 293.012
19432000 293.013
19433000 293.014
19434000 293.014
19435000 293.015
19436000 293.015
19437000 293.016
19438000 293.015
19439000 293.015
19440000 293.015
19441000 293.013
19442000 293.013
19443000 293.013
19444000 293.012
19445000 293.011
19446000 293.01
19447000 293.011
19448000 293.011
19449000 293.01
19450000 293.01
19451000 293.01
19452000 293.01
19453000 293.009
19454000 293.009
19455000 293.009
19456000 293.009
19457000 293.008
19458000 293.008
19459000 293.008
19460000 293.008
19461000 293.007
19462000 293.007
19463000 293.007
19464000 293.007
19465000 293.008
19466000 293.009
19467000 293.009
19468000 293.009
19469000 293.009
19470000 293.009
19471000 293.009
19472000 293.008
19473000 293.008
19474000 293.008
19475000 293.009
19476000 293.009
19477000 293.009
19478000 293.009
19479000 293.009
19480000 293.01
19481000 293.01
19482000 293.009
19483000 293.008
19484000 293.008
19485000 293.006
19486000 293.006
19487000 293.005
19488000 293.005
19489000 293.004
19490000 293.005
19491000 293.005
19492000 293.003
19493000 293.004
19494000 293.005
19495000 293.006
19496000 293.006
19497000 293.005
19498000 293.005
19499000 293.007
19500000 293.007
19501000 293.009
19502000 293.008
19503000 293.008
19504000 293.008
19505000 293.008
19506000 293.008
19507000 293.008
19508000 293.007
19509000 293.006
19510000 293.006
19511000 293.006
19512000 293.007
19513000 293.007
19514000 293.006
19515000 293.007
19516000 293.006
19517000 293.006
19518000 293.006
19519000 293.007
19520000 293.006
19521000 293.006
19522000 293.007
19523000 293.007
19524000 293.007
19525000 293.006
19526000 293.006
19527000 293.006
19528000 293.005
19529000 293.005
19530000 293.005
19531000 293.005
19532000 293.006
19533000 293.006
19534000 293.005
19535000 293.005
19536000 293.006
19537000 293.006
19538000 293.006
19539000 293.006
19540000 293.006
19541000 293.007
19542000 293.008
19543000 293.008
19544000 293.008
19545000 293.008
19546000 293.009
19547000 293.008
19548000 293.008
19549000 293.009
19550000 293.009
19551000 293.008
19552000 293.008
19553000 293.008
19554000 293.009
19555000 293.01
19556000 293.01
19557000 293.009
19558000 293.01
19559000 293.009
19560000 293.009
19561000 293.01
19562000 293.009
19563000 293.01
19564000 293.01
19565000 293.011
19566000 293.011
19567000 293.011
19568000 293.012
19569000 293.012
19570000 293.012
19571000 293.012
19572000 293.012
19573000 293.013
19574000 293.013
19575000 293.014
19576000 293.013
19577000 293.012
19578000 293.013
19579000 293.012
19580000 293.013
19581000 293.012
19582000 293.012
19583000 293.01
19584000 293.011
19585000 293.01
19586000 293.01
19587000 293.01
19588000 293.01
19589000 293.011
19590000 293.011
19591000 293.012
19592000 293.012
19593000 293.013
19594000 293.014
19595000 293.014
19596000 293.013
19597000 293.012
19598000 293.011
19599000 293.011
19600000 293.011
19601000 293.011
19602000 293.011
19603000 293.011
19604000 293.01
19605000 293.009
19606000 293.01
19607000 293.01
19608000 293.009
19609000 293.008
19610000 293.008
19611000 293.009
19612000 293.008
19613000 293.008
19614000 293.007
19615000 293.007
19616000 293.008
19617000 293.007
19618000 293.007
19619000 293.007
19620000 293.007
19621000 293.007
19622000 293.006
19623000 293.006
19624000 293.006
19625000 293.007
19626000 293.008
19627000 293.007
19628000 293.007
19629000 293.007
19630000 293.008
19631000 293.008
19632000 293.009
19633000 293.009
19634000 293.009
19635000 293.009
19636000 293.009
19637000 293.009
19638000 293.01
19639000 293.01
19640000 293.01
19641000 293.009
19642000 293.009
19643000 293.008
19644000 293.008
19645000 293.008
19646000 293.008
19647000 293.007
19648000 293.007
19649000 293.007
19650000 293.008
19651000 293.008
19652000 293.008
19653000 293.007
19654000 293.007
19655000 293.007
19656000 293.006
19657000 293.006
19658000 293.006
19659000 293.005
19660000 293.006
19661000 293.006
19662000 293.006
19663000 293.007
19664000 293.005
19665000 293.004
19666000 293.004
19667000 293.004
19668000 293.005
19669000 293.005
19670000 293.006
19671000 293.006
19672000 293.006
19673000 293.006
19674000 293.007
19675000 293.008
19676000 293.009
19677000 293.009
19678000 293.008
19679000 293.008
19680000 293.007
19681000 293.008
19682000 293.009
19683000 293.008
19684000 293.008
19685000 293.008
19686000 293.009
19687000 293.01
19688000 293.009
19689000 293.009
19690000 293.01
19691000 293.011
19692000 293.011
19693000 293.011
19694000 293.011
19695000 293.011
19696000 293.012
19697000 293.011
19698000 293.011
19699000 293.01
19700000 293.011
19701000 293.009
19702000 293.009
19703000 293.008
19704000 293.008
19705000 293.009
19706000 293.009
19707000 293.009
19708000 293.008
19709000 293.008
19710000 293.009
19711000 293.009
19712000 293.01
19713000 293.01
19714000 293.01
19715000 293.009
19716000 293.009
19717000 293.009
19718000 293.008
19719000 293.007
19720000 293.007
19721000 293.006
19722000 293.006
19723000 293.006
19724000 293.007
19725000 293.008
19726000 293.008
19727000 293.008
19728000 293.008
19729000 293.008
19730000 293.007
19731000 293.008
19732000 293.008
19733000 293.008
19734000 293.009
19735000 293.009
19736000 293.008
19737000 293.008
19738000 293.007
19739000 293.007
19740000 293.006
19741000 293.006
19742000 293.007
