# Time-averaged data for fix output_pressure
# TimeStep v_pxx v_pyy v_pzz v_pxy v_pxz v_pyz c_thermo_press
10123000 103.238 -44.2655 59.5321 -4.54353 -34.8642 -33.8214 39.5016
10124000 87.3122 -183.715 -91.8824 -87.9131 -13.9952 -35.8344 -62.7616
10125000 92.7438 5.84123 -8.5668 -52.7781 39.838 -90.4123 30.0061
10126000 49.2117 -28.4523 -20.9523 -73.6631 1.00673 -103.767 -0.0643023
10127000 -144.907 -98.6499 -107.275 -36.7047 -18.1412 -106.066 -116.944
10128000 -137.898 -193.477 36.2015 -135.242 -35.1094 -130.908 -98.3912
10129000 49.1639 -126.107 -36.7769 -74.9586 -42.1954 -107.198 -37.9066
10130000 45.2682 -160.643 -163.285 -84.3963 -47.4326 -29.7883 -92.8865
10131000 151.824 62.1649 -0.0214127 -3.93147 -17.571 -1.0994 71.3225
10132000 -116.942 -38.1663 -75.5122 73.7764 -31.5459 -16.6459 -76.8736
10133000 175.143 -120.993 -96.1749 8.52473 -39.6388 -37.5392 -14.0083
10134000 98.0131 -174.742 115.665 -7.76339 -73.2499 -44.7035 12.9786
10135000 3.25218 -183.486 -53.7887 -79.0018 -32.8563 -13.6435 -78.0074
10136000 140.129 -153.46 57.2639 -71.3302 -52.5937 12.6553 14.6443
10137000 -20.5028 -153.884 -124.288 -113.012 -13.089 159.429 -99.5582
10138000 82.6603 -163.025 -66.9481 -67.9424 7.85506 161.039 -49.1042
10139000 -4.87185 52.0273 -96.7839 -39.2195 -103.859 54.7752 -16.5428
10140000 -55.566 40.3958 2.25655 -11.9948 -73.4588 -17.7874 -4.30456
10141000 -167.802 -248.949 -95.0161 -47.418 -76.0973 -64.1721 -170.589
10142000 -218.742 -224.611 -74.0314 -220.012 -103.406 -66.6944 -172.461
10143000 40.3132 -100.771 -39.3525 -181.008 -109.505 -107.66 -33.27
10144000 -68.9 -121.054 25.0317 -138.713 -118.319 -29.6534 -54.974
10145000 145.188 -17.1543 -75.5693 -18.3087 -47.6158 -12.52 17.4883
10146000 55.2237 -172.267 -103.667 -61.047 -130.937 -19.7313 -73.5702
10147000 -123.088 -275.719 -239.129 32.1254 -196.157 -20.1136 -212.645
10148000 -32.754 2.45699 56.2016 -89.9465 -132.495 -123.985 8.63489
10149000 123.461 -104.726 40.8565 -99.688 -167.467 -135.101 19.8638
10150000 0.846498 43.1882 2.95658 -93.6686 -123.871 -135.221 15.6638
10151000 25.4236 -205.745 -89.0448 -96.2899 -111.892 -92.817 -89.7887
10152000 165.12 -164.355 53.3556 -76.1108 -72.1181 -134.435 18.0403
10153000 57.976 -150.975 -35.347 -34.2238 -66.7657 -69.6693 -42.7819
10154000 50.3908 -280.872 -27.6541 -112.66 -165.794 -108.331 -86.045
10155000 -98.1766 -150.982 51.2823 -202.028 -104.997 -99.5046 -65.9589
10156000 -83.5117 -7.66749 150.158 -167.409 -173.13 -18.2574 19.6597
10157000 16.2577 -182.732 -8.67557 -123.031 -93.303 110.323 -58.3833
10158000 99.542 -98.8661 -30.505 -134.039 10.7603 118.999 -9.94304
10159000 36.4449 -82.6168 7.1026 -91.8346 -63.4568 66.8509 -13.0231
10160000 -26.9004 -312.985 101.829 -79.3245 46.053 60.3961 -79.3521
10161000 -56.9151 -355.908 -349.994 25.5016 -4.91609 23.5923 -254.272
10162000 -18.8271 -270.663 -132.455 -97.5549 28.6853 -28.3917 -140.648
10163000 -31.1718 -389.969 -282.37 -26.3118 1.78574 140.058 -234.504
10164000 -33.098 -234.135 -183.124 -135.938 -47.1586 15.9349 -150.119
10165000 -10.5722 -49.0791 -147.958 -82.9406 -43.9404 97.5049 -69.2031
10166000 -10.9999 -255.14 -54.0537 -109.042 -24.4475 66.1388 -106.731
10167000 -71.5293 -106.942 -56.8823 -76.753 -48.9496 -55.0374 -78.4513
10168000 -128.202 -288.35 -128.585 -93.8308 -7.50184 -29.5346 -181.712
10169000 31.2134 -270.487 -164.966 -85.2259 18.7375 -89.8803 -134.746
10170000 32.7051 -255.718 -100.371 -145.812 -13.748 -44.7266 -107.795
10171000 -202.556 -478.722 -171.77 -42.0724 15.6287 -46.2415 -284.349
10172000 -155.507 -196.116 -73.1266 -46.5219 -49.2104 -94.3982 -141.583
10173000 -153.65 -399.647 -326.473 -63.073 -7.63705 -35.4283 -293.257
10174000 -1.30316 -173.107 -161.562 -26.1866 -34.1841 7.52178 -111.991
10175000 -262.621 -495.676 -235.313 -98.052 -45.6219 -8.04594 -331.204
10176000 -145.623 -312.192 -190.774 -41.6994 3.6209 -89.1037 -216.196
10177000 -104.775 -282.152 -146.516 -25.1204 52.6044 -27.1036 -177.814
10178000 -72.6133 -272.084 -55.2522 19.0301 52.5391 -43.7593 -133.316
10179000 -146.075 -354.827 -192.504 -50.7741 50.4661 -101.62 -231.136
10180000 -79.7104 -201.416 -113.575 -22.504 -15.9257 -33.2334 -131.567
10181000 -9.95867 -77.2554 -151.797 -115.415 -31.1734 26.9562 -79.6704
10182000 -133.701 -220.646 -291.347 -132.936 -104.499 7.95479 -215.231
10183000 -109.736 -244.7 -261.182 -56.2622 48.2945 12.2107 -205.206
10184000 -152.906 21.5935 -255.582 3.20513 -25.5273 -38.1818 -128.965
10185000 -40.6897 -152.993 -347.003 21.1691 -48.8781 -11.3497 -180.228
10186000 -79.8375 -244.776 -248.343 8.97888 -179.762 -16.4383 -190.985
10187000 -24.5268 -77.969 -373.417 -84.4099 -108.838 1.44682 -158.638
10188000 -147.352 -130.889 -263.731 -92.7499 -146.699 -13.8422 -180.657
10189000 -94.4696 -255.055 -119.345 -21.1997 -86.3374 -63.4939 -156.29
10190000 27.6785 -148.287 -83.2407 -56.6514 -115.329 24.3446 -67.9497
10191000 49.5357 -246.176 -119.12 -129.054 -144.86 -60.1393 -105.253
10192000 5.89438 -115.739 -296.506 -41.336 -123.925 -16.9234 -135.45
10193000 2.36883 28.5644 -140.929 -110.379 -106.732 -26.0424 -36.6653
10194000 -44.0665 -31.5985 -49.6419 -62.0893 -175.12 18.7129 -41.769
10195000 23.3773 -161.978 -151.964 -76.5466 -114.132 17.5817 -96.855
10196000 -110.043 -66.3505 -238.079 -78.1821 -39.5099 59.2851 -138.157
10197000 -50.1024 -19.5269 -113.959 -127.091 23.2967 26.7009 -61.1962
10198000 55.2014 -165.193 -49.3543 -8.33882 -55.0999 -58.0301 -53.1152
10199000 -10.7632 -95.0664 -31.1838 -88.0289 -61.0511 24.37 -45.6711
10200000 -73.4136 6.11169 33.2009 -43.4499 -63.2296 -21.2278 -11.367
10201000 -51.0146 -44.0755 -95.4196 -77.932 59.5952 -5.89898 -63.5032
10202000 128.629 114.225 11.3086 -79.5806 -54.6148 -29.7839 84.7208
10203000 -22.9286 -106.551 -139.744 -113.244 -66.3041 5.69116 -89.7413
10204000 -5.41884 -214.677 -144.503 -95.6436 -6.07412 -70.2531 -121.533
10205000 -20.0976 17.5321 -113.741 3.5572 -7.96792 -48.0818 -38.7689
10206000 -124.421 -96.5491 -120.934 28.3039 -80.4209 -11.1273 -113.968
10207000 -69.351 -92.1307 -85.7589 39.3013 -89.3602 -76.3281 -82.4135
10208000 -131.299 -63.3482 -121.321 64.4849 -105.014 -69.6972 -105.323
10209000 -116.864 -128.857 -135.463 34.4124 -11.6568 -7.01859 -127.061
10210000 -49.4062 -78.2499 -71.1679 70.1897 29.7187 17.9815 -66.2746
10211000 -0.057772 -19.9517 -47.4983 27.8907 83.8854 -43.981 -22.5026
10212000 -77.465 -230.959 -203.146 90.911 15.8481 -51.6695 -170.523
10213000 -182.075 -87.7269 -105.142 31.9164 -8.28083 -67.0331 -124.981
10214000 -133.996 39.0038 -79.6342 -21.9338 -43.7291 39.4479 -58.2089
10215000 -64.8092 -83.6752 -101.799 -107.837 -86.8514 -52.0153 -83.4278
10216000 -39.5281 -96.19 -176.221 -41.142 -142.501 -3.6377 -103.98
10217000 -130.215 -182.154 -210.048 -61.6724 -90.4631 -0.197851 -174.139
10218000 -286.972 -129.241 -129.013 -35.8897 -23.9235 -35.2032 -181.742
10219000 -216.061 -117.027 -159.187 -12.7837 -85.8659 -31.7866 -164.092
10220000 -142.368 -111.793 -228.858 0.990695 -11.5843 41.4406 -161.006
10221000 -255.671 -242.053 -235.568 -75.6318 -60.7329 9.27022 -244.431
10222000 -27.6795 -60.2395 -262.357 8.32718 -65.9138 -38.3057 -116.759
10223000 18.1051 23.1488 -270.833 22.1867 -16.8603 9.97639 -76.5265
10224000 -128.04 57.8296 -198.054 28.844 -19.9388 33.3757 -89.4212
10225000 -171.58 10.7316 -167.106 108.3 42.2321 -22.2808 -109.318
10226000 -251.816 -142.752 -167.354 -44.9747 18.6606 -29.5457 -187.307
10227000 -82.2087 -31.507 -340.088 24.1044 -51.7702 64.9405 -151.268
10228000 0.694127 21.2122 -196.253 12.181 -14.5204 89.7121 -58.1156
10229000 -65.4853 -79.681 -137.06 102.056 -186.491 -13.4395 -94.0753
