       0            0    295.69408       107143    321.82667   0.81907956   -921.46375    2382.9344    187.54179   -3.9811831     781.9194    772.98923    6.1777899   -579.31618    295.69408 
    1000         1000    287.80155       107143   -595.81941   0.81907956   -890.77414    2325.4245   -1142.4439   -344.64971   -300.36465    130.51315    360.21746   -406.01691    287.80155 
    2000         2000    294.62273       107143    638.80414   0.81907956   -924.65028    2367.7755    349.62622    695.09293    871.69327     -134.003    554.11833   -372.83903    294.62273 
    3000         3000    286.20206       107143   -891.31729   0.81907956   -914.28485    2284.0395   -980.97268   -1491.2907   -201.68849    356.27121    14.355405    798.84569    286.20206 
    4000         4000    290.22815       107143   -208.19991   0.81907956   -986.95362    2256.3625    110.66917   -309.73726   -425.53165    793.04023   -125.02073   -42.115332    290.22815 
    5000         5000    290.24127       107143    388.97053   0.81907956   -888.17189    2355.2908   -687.43508    787.35241    1066.9942   -498.57716   -45.469034    487.64748    290.24127 
    6000         6000      292.612       107143   -459.95385   0.81907956    -1024.946    2245.0097    85.492377   -937.13632   -528.21761    180.44518   -916.26803    468.54122      292.612 
    7000         7000    305.49911       107143    82.479195   0.81907956   -975.01525    2438.9547   -120.34292   -219.98352    587.76402    237.96436   -203.47046    73.116176    305.49911 
    8000         8000    289.13664       107143    922.22894   0.81907956   -1064.0981    2167.0204    736.21884    787.61403     1242.854    80.981021    425.35051    984.45432    289.13664 
    9000         9000    298.35511       107143   -660.62092   0.81907956   -929.41341    2404.7219   -864.92303   -666.06273     -450.877    66.621003    71.557072    410.55199    298.35511 
   10000        10000    290.59136       107143    287.11016   0.81907956   -984.20806    2263.1669    309.19602   -269.27679    821.41126   -174.80614   -266.85639    180.35683    290.59136 
   11000        11000    296.37021       107143   -258.86731   0.81907956   -979.87124    2332.0827    74.198566   -376.86539   -473.93511   -250.39623     90.49364    235.42221    296.37021 
   12000        12000    292.42845       107143   -379.38744   0.81907956   -968.62496    2299.2796    -170.3455    327.31274   -1295.1295     -260.402    8.7519804    229.73689    292.42845 
   13000        13000    296.95198       107143    669.03782   0.81907956   -910.01601    2408.4392    412.84148    992.26394    602.00802    558.77315   -280.31921     58.69763    296.95198 
   14000        14000    293.75757       107143   -517.82538   0.81907956   -959.30287    2323.4546    187.56817   -349.07616   -1391.9682    178.17143    626.64117    201.25829    293.75757 
   15000        15000    291.72349       107143    -187.4691   0.81907956   -942.19462    2317.8319   -175.41936   -348.19516   -38.792789   -239.92073    155.01902   -67.588762    291.72349 
   16000        16000    296.27152       107143   -21.977749   0.81907956   -912.36596    2398.4852    -580.4039    269.90774    244.56292   -415.71309    38.653274    54.931647    296.27152 
   17000        17000    291.71049       107143    584.04012   0.81907956   -975.35195    2284.5294    1532.0089   -157.83479    377.94625   -42.275642    8.1763714     170.5426    291.71049 
   18000        18000     286.8605       107143   -163.78661   0.81907956   -893.09316    2312.5892   -629.45412    2.9766723    135.11762   -557.56835    422.78581   -292.65209     286.8605 
   19000        19000    292.96214       107143   -157.71395   0.81907956   -843.96294    2429.9057   -830.70771   -436.63895     794.2048     89.56331   -863.25203    107.20712    292.96214 
   20000        20000     287.6765       107143    83.014532   0.81907956   -912.72045    2302.0808   -25.698458   -579.42656    854.16861   -591.52027   -139.02356   -501.15707     287.6765 
   21000        21000    297.89943       107143   -577.44889   0.81907956   -965.46868    2363.5744   -96.594002   -858.69786   -777.05481    -58.27244   -158.31328    513.39536    297.89943 
   22000        22000     293.9771       107143   -255.20383   0.81907956   -929.02453    2356.1863   -465.43064   -234.21548   -65.965385    200.04387    285.55897   -259.64677     293.9771 
   23000        23000    287.70972       107143   -615.51953   0.81907956   -953.22478    2261.9477   -310.32185   -1182.8367   -353.40008    340.43572    95.164823   -472.54907    287.70972 
   24000        24000    294.65173       107143    73.269849   0.81907956   -940.40467    2352.3451    453.62269    348.24374   -582.05688    621.79954    286.32729    336.76012    294.65173 
   25000        25000    292.27057       107143   -23.694456   0.81907956   -950.17718    2315.9631    -524.1707    547.21562   -94.128282   -250.11766    41.039619   -218.83293    292.27057 
   26000        26000    290.75537       107143    226.81109   0.81907956   -889.20312    2360.0047    400.02325    640.21485   -359.80482   -427.39617   -372.01315    111.67653    290.75537 
   27000        27000    297.90273       107143   -351.26352   0.81907956   -877.11803     2451.962   -1144.6396   -45.454879    136.30395    499.82649    77.557743   -247.24845    297.90273 
   28000        28000    287.83155       107143    -254.7832   0.81907956   -919.50792     2297.026   -271.21473   -64.630725   -428.50414    250.09396    792.74268    280.07108    287.83155 
   29000        29000    293.94443       107143    95.951858   0.81907956   -879.66349    2405.1822    309.71522   -369.79172    347.93207   -843.16361   -441.12749    543.95058    293.94443 
   30000        30000    294.00844       107143   -199.39894   0.81907956   -940.07957    2345.4814   -295.90248   -457.00959    154.71526    552.80917    666.02966    73.017117    294.00844 
   31000        31000    288.94258       107143   -566.96411   0.81907956   -875.54365    2353.4061   -1384.0794   -54.251173   -262.56176    289.48664    276.14122   -152.68003    288.94258 
   32000        32000    294.43608       107143   -185.88847   0.81907956   -876.50811    2413.8318    -231.9546   -686.26424    360.55342    53.055881   -579.51621   -271.62418    294.43608 
   33000        33000    290.66886       107143    349.45709   0.81907956   -919.69836    2328.5427    350.65037    1318.2325   -620.51164   -344.65239   -875.57422    302.83537    290.66886 
   34000        34000    291.34651       107143   -43.144571   0.81907956   -896.70684     2359.107   -221.19885    244.65512   -152.88999   -466.05728   -24.788142     377.7391    291.34651 
   35000        35000    301.23537       107143   -16.345332   0.81907956   -835.46225    2530.8601   -630.98535    84.026682    497.92267     31.59047    160.43198   -463.18025    301.23537 
   36000        36000    288.74432       107143    -455.6338   0.81907956   -979.82636    2246.9078    -572.7907   -1194.7333    400.62262    578.52359   -271.23598    263.16242    288.74432 
   37000        37000    297.92879       107143   -591.80591   0.81907956    -882.3488    2447.0223   -105.34684   -917.29903   -752.77187   -723.66744    394.05303    -887.8183    297.92879 
   38000        38000    287.19928       107143     -450.714   0.81907956   -886.51701    2322.9513    657.08127   -804.77866   -1204.4446    761.46713    524.62671    289.65052    287.19928 
   39000        39000    298.02377       107143    72.450973   0.81907956   -977.59005    2352.8426   -122.54758   -395.33307    735.23357   -173.19256    260.34933    462.06997    298.02377 
   40000        40000    297.24662       107143   -158.97907   0.81907956    -960.0752    2361.6727   -622.57441   -14.298124    159.93532    258.38119   -229.59975   -540.44324    297.24662 
